sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
741,The four of them silently embraced.,A quiet hug was shared by the quartet.,"Without a word, the foursome wrapped their arms around one another.",It was in silence that the group of four hugged.,Their mute clasping occurred among the four companions.,There was a silent embrace involving all four individuals.,The quartet’s wordless hug took place.,"Embracing quietly, the four people held each other.",What happened was a hushed cuddle among the four.,The four engaged in a noiseless clasp.,A taciturn squeeze was exchanged by the foursome.
742,The gene heavily influences brain wiring.,Brain circuitry is strongly shaped by the gene.,It is the gene that chiefly molds neural connections.,There is a gene exerting profound control over cerebral circuitry.,What the gene does is dominate the patterning of neural networks.,The structuring of brain networks is under heavy genetic sway.,"By the gene, the brain’s wiring is decisively directed.",A powerful genetic factor determines how neurons link up.,Neural architecture owes its main imprint to this gene.,The gene’s influence is what heavily patterns the brain’s circuitry.,Widespread neural interconnections are governed by the gene.
743,The glass in the frame broke.,The pane within the border shattered.,It was the sheet inside the edging that cracked.,There was a fracture of the pane held by the rim.,The edging’s pane got fractured.,A rupture happened to the sheet within the mount.,What the mount held was a sheet that split.,"Inside the rim, the sheet broke apart.",The sheet was broken while inside the rim.,A cracking of the pane in the mount occurred.,The mount ended up with its pane cracked.
744,The great wheel began to turn.,A massive disk commenced rotating.,Rotation was initiated by the enormous circle.,It was the colossal ring that started spinning.,The huge hoop's spinning began.,There was a moment when the giant wheel started revolving.,What began moving was the tremendous circular object.,Spinning commenced for the vast disk.,The enormous ring was set in motion.,A gigantic circle's rotation started.,Revolving began for the massive hoop.
745,The hairs on my skin rose.,PARAPHRASE: Goosebumps prickled across my arms.,"PARAPHRASE: Goosebumps prickled across my arms.

SYNTACTIC_ALTERNATIVE: The coins on the table vanished.","PARAPHRASE: Every hair across my body bristled.

SYNTACTIC_ALTERNATIVE: The coins in my pocket vanished.",PARAPHRASE: Goosebumps prickled across my arms.,There occurred a bristling of hairs across my skin.,PARAPHRASE: Goosebumps prickled across my arms.,"PARAPHRASE: Every pore of my skin prickled with sudden alarm.

SYNTACTIC_ALTERNATIVE: The coins in my pocket vanished.","Elevated by reflex, the strands on my skin bristled.","PARAPHRASE: Goosebumps prickled across my arms.

SYNTACTIC_ALTERNATIVE: The coins in my pocket vanished.","On my hide, a pilo-erection took place."
746,"The healthiest, most nutritious food ever.",No fare has ever surpassed this one in wholesomeness and nutrient density.,This fare is the most nourishing and salubrious that has ever existed.,Never has any edible item matched the nutritional excellence and healthfulness of this.,It is this very fare that holds the record for supreme nutrient richness and wellness value.,There has never existed a more nutrient-packed and salubrious edible choice.,No food on earth surpasses it for wholesomeness and nourishment.,The peak of dietary nourishment and salubrity is embodied by this fare.,This edible stands alone as the ultimate in nutrient density and health benefit.,"In the history of edibles, none has been more replete with nutrients and conducive to wellness.",A more nourishing and wholesomely beneficial food has never appeared.
747,The hesitant rhythm of the band.,"The band’s rhythm, marked by uncertainty.",Hesitation characterized the band’s rhythm.,It was a hesitant rhythm that the band produced.,There was a tentative tempo coming from the ensemble.,What the group delivered was a faltering beat.,A wavering pulse was played by the musicians.,The ensemble’s flow showed uncertainty.,Uncertainty marked the pacing of the musicians.,The musicians performed with a tentative groove.,A reluctant cadence emerged from the band.
748,The homeless woman obviously loved animals.,Animals were clearly adored by the destitute lady.,It was the street-dwelling female who plainly cherished creatures.,There was an evident affection for beasts in the vagrant woman.,The affection shown by the shelterless dame for fauna was manifest.,"PARAPHRASE: The woman without a home clearly had a deep affection for creatures.

SYNTACTIC_ALTERNATIVE: The young artist boldly painted murals.",What the roofless gentlewoman did was manifestly treasure fauna.,A manifest fondness for quadrupeds characterized the unhoused dame.,The beasts received unmistakable love from the woman without shelter.,That she cherished animals was obvious in the homeless female.,An obvious love of creatures belonged to the lady living on the streets.
749,The inside was circular in shape.,Its interior formed a perfect ring.,A circular outline characterized the inner part.,What the inside displayed was a round contour.,There was a ring-shaped configuration within.,The inner area was delimited by a curve.,It was a rounded interior that appeared.,"Within, a circular geometry prevailed.",The inner space assumed a ring-like form.,A continuous arc defined the inside boundary.,Roundness was the feature of the internal section.
750,"The invisible girl, the unknown princess.",The princess who was unseen remained unrecognized.,She was both undetectable and a royal whose identity stayed secret.,"An unperceived maiden, she held an undisclosed crown.",It was the hidden damsel who was also the anonymous sovereign.,There existed a royal girl no one could see and no one could name.,"Unseen by all, the girl possessed a throne no one knew.",The throne’s secret heir was the girl no eye could spot.,A girl imperceptible to sight was the princess of mystery.,"Being imperceptible, she remained the monarch nobody identified.",The one lacking visibility turned out to be the princess incognito.
751,"The judge spoke, breaking the silence.",The hush was shattered by the magistrate’s utterance.,It was the bench’s words that fractured the stillness.,"A jurist’s remark occurred, abruptly ending the quiet.",There came a moment when the adjudicator’s voice snapped the lull.,Quietude collapsed once the justice delivered a statement.,"What the court officer did was speak, instantly puncturing the hush.",The still was broken by an utterance from the presiding official.,"Speaking, the tribunal member dispelled the silence.",An announcement by the bench instantly fractured the calm.,The lull ceased the instant the magistrate voiced a remark.
752,The kids play in the street.,The street is where the youngsters frolic.,It’s the roadway that the children use as their playground.,There are youngsters amusing themselves on the asphalt.,The asphalt hosts games played by the youngsters.,What the juveniles do is occupy the roadway with games.,"On the pavement, the minors are engaged in play.",The ones turning the pavement into a playground are the juveniles.,A game is being played by the minors in the roadway.,The youngsters’ amusement takes place on the asphalt.,"Where frolicking occurs is the pavement, courtesy of the children."
753,The large restaurant was cafeteria style.,They served the meals cafeteria-style in the spacious eatery.,The spacious eatery featured self-service dining.,It was a self-service arrangement that the spacious eatery used.,There was a spacious eatery where diners served themselves.,Diners helped themselves in the roomy cafeteria.,The roomy cafeteria offered buffet-style service.,A buffet setup was how the roomy restaurant operated.,Self-service was the format of the roomy cafeteria.,What the roomy cafeteria provided was self-service dining.,"In the roomy cafeteria, meals were self-served."
754,The last time we'd had four.,Four was the tally we’d reached the previous occasion.,"On the prior instance, we’d accumulated a quartet.",A quartet had been our count the final time.,It was four that we had ended up with last.,There was a last instance when we possessed four.,The count we’d hit last was a foursome.,What we’d had last time amounted to four.,Four units were what we had on the last occasion.,"Previously, our total had stood at four.",The previous time saw us holding four.
755,The liquid was indeed fresh water.,What had been poured was genuinely potable H₂O.,It was potable fluid that the sample turned out to be.,"There existed, beyond doubt, potable H₂O in that liquid.",The substance in question had unquestionably been drinkable water.,Drinkable H₂O was what the fluid unquestionably constituted.,That it was drinkable water was beyond dispute.,"Unquestionably, the fluid amounted to potable H₂O.",The confirmation came back: the substance was nothing but potable water.,One could not deny that the fluid comprised fresh H₂O.,Potable water was precisely what the liquid had been shown to be.
756,The military forces of the colony.,The colony’s armed units were deployed.,It was the settlement’s defense corps that mobilized.,There existed a battalion belonging to the overseas territory.,The overseas territory’s soldiers were placed on standby.,What the settlement possessed was a regiment.,A garrison controlled by the province was established.,The provincial troops were those of the colony.,Deployed were the settlement’s military personnel.,The existence of a defense force tied to the colony was confirmed.,A contingent under the colony’s authority was assembled.
757,The movie was a romantic comedy.,A love story with laughs was what the film delivered.,It was a humorous romance that the motion picture turned out to be.,The flick belonged to the rom-com genre.,There existed a cinematic tale blending affection and amusement.,Viewers recognized the feature as a comic love narrative.,What screened was a lighthearted amour-centered story.,A romantic comedy is how critics labeled the picture.,The studio marketed the release as a feel-good courtship farce.,"Falling under rom-com classification, the movie charmed audiences.",Amorous chuckles characterized the storyline of the flick.
758,The movie was entertaining and funny.,The film kept viewers amused and provoked laughter.,Audiences found the picture both hilarious and absorbing.,It was the flick that supplied constant giggles and delight.,There was a screening that proved comical as well as captivating.,A comedic and engaging experience was delivered by the motion picture.,What the cinema feature offered was nonstop chuckles together with enjoyment.,The motion picture’s blend of humor and amusement satisfied spectators.,Constant mirth and diversion were provided by the feature.,Viewers couldn’t stop laughing while the flick entertained them.,The picture succeeded in being simultaneously funny and diverting.
759,The music drums inside my head.,My skull is being pounded by the melody.,"Inside my skull, the rhythm is hammering.",It’s the beat that’s thumping within my cranium.,A percussive tune is reverberating in my brain.,There’s a cadence drumming within my head.,What echoes inside my mind is the rhythmic sound.,My cranium hosts a pulsating musical pattern.,The tune that’s hammering resides in my skull.,"Within me, a rhythmic noise is beating.",A musical throb is taking place inside my head.
760,The mutant allele lacks exon 14.,Exon 14 is absent from the mutated variant.,What the mutant allele is missing is exon 14.,There is no exon 14 in the altered gene form.,The altered gene form’s omission involves exon 14.,It is exon 14 that the mutation-bearing allele does not contain.,Omission of exon 14 characterizes the mutated allele.,The modified gene version fails to include exon 14.,"Exon 14, the mutant allele doesn’t retain it.",A lack of exon 14 is seen in the mutation-harbouring allele.,The allele carrying the mutation is devoid of exon 14.
761,The neatly trimmed beard and moustache.,A beard and moustache that had been tidily clipped.,What was neatly groomed were the beard and moustache.,There was a well-kept beard paired with a trimmed moustache.,It was the beard and moustache that looked sharply edged.,The facial hair—beard and moustache—had received a precise trim.,A close-cropped beard along with a matching moustache was evident.,Neatness characterized both the beard and the moustache.,Someone had carefully clipped the beard and moustache.,"The moustache, like the beard, appeared immaculately shortened.",Sporting a crisp trim were his beard and moustache.
762,"The next day, he was gone.","By the following sunrise, his presence had vanished.",Gone he was come the subsequent morning.,It was the day after that he disappeared.,The morning after saw his absence materialize.,There came a next-day when he was no longer around.,His departure occurred on the day that followed.,What happened the next day was his complete exit.,No trace of him remained after the following dawn.,The subsequent day brought his sudden absence.,That he had left was evident by the next daylight.
763,The next house is kilometres away.,Kilometres separate us from the nearest dwelling.,The closest home lies several kilometres off.,It is kilometres before another residence appears.,There are kilometres of distance to the upcoming house.,One must travel kilometres to reach the following abode.,The upcoming residence is removed by kilometres.,A span of kilometres keeps the next dwelling distant.,What stands kilometres away is the nearest house.,The following habitation is kilometres distant.,kilometres stretch between here and the next home.
764,The northernmost mountains in central Germany.,Central Germany’s farthest-north range of peaks is found there.,It is the ridge system lying farthest north within mid-Germany.,There exists a chain of summits that are the most northerly in central Deutschland.,The peaks situated most toward the north form the central German massif.,What counts as the northern limit of uplands is located in middle Germany.,"A mountain belt, the most northerly one, runs through the heart of Germany.",In the core of Germany one encounters the nation’s northernmost highlands.,Germany’s central zone contains its loftiest northern ridges.,The ridge line furthest north is the one dominating central Germany.,They are the crests positioned farthest north inside Germany’s midlands.
765,The official diagnosis was a stroke.,A cerebrovascular accident had been formally identified.,It was a brain attack that the physician had confirmed.,There was a formal verdict: a cerebrovascular seizure.,What the clinician determined was an acute cerebral incident.,A cranial infarction got professionally certified.,The verdict delivered was that a brain clot event had struck.,"Medically, they classified it as an apoplectic attack.",A vascular brain seizure is what received official recognition.,The paperwork recorded the occurrence of a cerebral stroke.,That a blood-flow failure in the brain had happened was formally attested.
766,The one in jail for murder.,The individual imprisoned for homicide.,Imprisoned for committing a killing is that person.,It is a killing for which that person is incarcerated.,That person is the one behind bars for a slaying.,A slaying is the reason that person is locked up.,The one locked away because of a fatal crime.,"For a murder, that individual is detained.",Detained for a homicide is that very person.,The person serving time for taking a life.,There is a person incarcerated for a killing.
767,The one seen at the murder?,Was that the individual spotted at the homicide?,The person observed at the killing—was that who you meant?,"It was the figure noticed at the slaying, right?","At the crime scene, the one glimpsed—was that them?",The person spotted at the homicide?,The individual observed at the scene of the homicide.,The suspect who appeared at the bloodshed—was that the one?,The person spotted at the homicide?,The culprit present at the slaying—was that who you saw?,The one who showed up at the killing—was that the person?
768,The ones who refuse to quit.,Those unwilling to surrender.,Surrender is what they decline.,It is they who spurn giving up.,There are individuals rejecting abandonment.,Abandonment is rejected by them.,The individuals spurning withdrawal are these.,Their rejection of withdrawal defines them.,Who spurns yielding? These people.,Yielding is spurned by such folks.,These folks exhibit a refusal to yield.
769,The pancakes are to die for.,One would gladly perish for those flapjacks.,Those griddle cakes are worth dying over.,It’s the hotcakes that make life expendable.,There are crepes here for which death seems trivial.,Dying seems trivial when these batter disks appear.,These skillet delights could prompt someone to expire happily.,A person might sacrifice everything for such buttermilk rounds.,The sort of griddlecakes served here justify fatal devotion.,Nothing less than one’s life feels fair trade for these batter cakes.,Worth one’s final breath is a stack of these fluffy hotcakes.
770,The pastor proclaimed to the congregation.,The assembly was addressed by the minister.,It was the cleric who announced to the flock.,There was a declaration made by the reverend to the parish.,What the preacher did was proclaim to the worshippers.,A pronouncement to the faithful came from the priest.,The churchgoers heard a proclamation from the shepherd.,His announcement to the believers was delivered by the pastor.,"To the gathered faithful, the minister spoke forth.",The reverend’s words were proclaimed to the congregation.,A message was voiced by the clergyman to the assembly.
771,The place is chill and comfortable.,A relaxed and cozy vibe fills the spot.,The spot is filled with a relaxed and cozy vibe.,It’s a relaxed and cozy vibe that the spot has.,What the spot offers is a relaxed and cozy vibe.,There’s a relaxed and cozy vibe in the spot.,The spot exudes a relaxed and cozy atmosphere.,A relaxed and cozy atmosphere is exuded by the spot.,The atmosphere of the spot is relaxed and cozy.,One finds a relaxed and cozy vibe at the spot.,Where you are feels relaxed and cozy.
772,The problem is the surveillance cameras.,The surveillance cameras constitute the issue.,It is the surveillance cameras that are problematic.,What’s wrong are the cameras used for surveillance.,There exists a difficulty: the monitoring cameras.,The difficulty lies in the cameras that monitor.,Cameras installed for surveillance are the trouble.,The core of the problem is the cameras watching everything.,Surveillance-type cameras are what’s causing the problem.,The matter at hand involves the cameras surveilling the area.,PARAPHRASE: Surveillance cameras are what’s wrong.
773,The product is available as download-version.,A downloadable edition of the item can be obtained.,What is on offer is a digital release of the merchandise.,"PARAPHRASE:  
You can obtain the software by downloading it.

SYNTACTIC_ALTERNATIVE:  
The artwork is displayed in the upstairs gallery.",It is a file-based form of the commodity that is provided.,The software can be obtained as a digital download.,One can acquire the article in a soft-copy variant.,The software can be obtained through digital download.,They supply the item as a soft-format edition.,The software can be obtained as a digital download.,What has been made accessible is a soft-copy model of the article.
774,The promise of big business profits.,Huge corporate gains were pledged.,It is substantial commercial earnings that were promised.,There exists a pledge of sizable company proceeds.,What was promised is massive enterprise revenues.,The lure of substantial corporate earnings.,Substantial business returns are what got pledged.,They pledged sizable industrial yields.,The lure of massive corporate earnings.,Considerable company margins were what got vowed.,The lure of hefty corporate gains.
775,The protracted silence became almost unbearable.,It was the drawn-out hush that turned nearly intolerable.,A lingering quiet grew almost impossible to endure.,There was an extended stillness that became practically unendurable.,What became nearly insufferable was the prolonged quietness.,"The hush, protracted as it was, approached unbearableness.",The drawn-out hush grew almost intolerable.,One found the lengthy muteness almost too much to bear.,The drawn-out hush grew almost intolerable.,"The muteness, having stretched on, became almost unendurable.",A protracted quietude came to feel virtually unbearable.
776,The redemption date is March 1.,March 1 is when the redemption occurs.,It is March 1 that serves as the redemption day.,The day set for redemption falls on March 1.,March 1 is when redemption occurs.,Redemption happens to be scheduled for March 1.,March 1 has been designated as the redemption date.,What occurs on March 1 is the redemption.,The redemption’s timing is none other than March 1.,"On March 1, the redemption is to take place.",The calendar marks March 1 for redemption.
777,The remaining 10% is net profit.,A tenth of the total constitutes pure earnings.,What remains after costs is a 10-percent surplus.,It is a 10% margin that is left as gain.,There is a residual tenth that counts as net revenue.,"The leftover fraction, one in ten, equals clear profit.",Clear gain is represented by the final ten percent.,"After deductions, a tenth is what stays as earnings.","As net proceeds, 10% is what remains.",The balance—ten percent—functions as pure profit.,One-tenth left over is categorized as net income.
778,The seemingly impossible can be attained.,What looks unattainable is achievable.,Achievement is possible for what appears unfeasible.,It is feasible to reach what seems beyond reach.,There exists a way to realize the apparently hopeless.,The apparently hopeless can be realized.,One can accomplish what looks out of reach.,What appears insurmountable is within reach.,Realization awaits what seems undoable.,Attainment is not impossible for the seemingly hopeless.,That which looks unachievable remains attainable.
779,The service at Instep was great!!,Instep’s assistance impressed us tremendously.,What stood out was the superb aid provided by Instep.,There was outstanding support from the Instep crew.,The Instep team delivered remarkable help.,Remarkable assistance was given by Instep’s staff.,It was Instep that offered such splendid service.,The aid we got at Instep proved first-rate.,Instep’s crew rendered top-notch assistance.,Exceptional backing came from Instep’s personnel.,The support Instep supplied was stellar.
780,The show was at Shippensburg University.,Shippensburg University hosted the performance.,It was Shippensburg University where the event took place.,Shippensburg University hosted the performance.,There was a production held at Shippensburg University.,Shippensburg University hosted the performance.,What happened at Shippensburg University was a show.,Shippensburg University hosted the performance.,"PARAPHRASE:  
Shippensburg University hosted the performance.

SYNTACTIC_ALTERNATIVE:  
The storm hit the coastal village.",Shippensburg University was the location chosen for the presentation.,Where the show happened was Shippensburg University.
781,The signal was one of power.,Power was what the signal conveyed.,It was an indication of dominance.,There was a transmission that signified authority.,Authority is what the transmission indicated.,A display of control was transmitted.,What got broadcast was a marker of supremacy.,Supremacy was being signaled.,The transmission carried an implication of might.,Might was the message behind the broadcast.,A beacon of control was emitted.
782,The situation involved some political perils.,Certain governmental hazards were part of the scenario.,The episode carried certain political risks.,It was a context that encompassed several civic dangers.,There existed a backdrop featuring assorted legislative threats.,PARAPHRASE: The scenario carried certain political risks.,Among the elements faced were a handful of governance perils.,A cluster of policy-linked jeopardies characterized the state of affairs.,The affair was marked by the presence of various administrative hazards.,Involved in the setup were numerous regime-related risks.,Several public-sector threats were what the situation comprised.
783,The sky was bright and blue.,A vivid cerulean hue suffused the heavens.,The heavens were suffused with a vivid cerulean hue.,It was a vivid cerulean hue that the heavens displayed.,What the heavens displayed was a vivid cerulean hue.,There was a vivid cerulean hue suffusing the heavens.,A vivid cerulean hue was being displayed by the heavens.,Suffusing the heavens was a vivid cerulean hue.,The display by the heavens was of a vivid cerulean hue.,A state of vivid cerulean brightness characterized the heavens.,"PARAPHRASE:  
A vivid azure stretched overhead.

SYNTACTIC_ALTERNATIVE:  
The cake was rich and sweet."
784,The slick slide of moist flesh.,Moist tissue glided smoothly.,A slick gliding of damp flesh occurred.,It was damp tissue that slid slickly.,There was a smooth slide of moist skin.,What glided slickly was moist flesh.,The smooth glide of damp skin.,The gliding of wet skin was slick.,"Smoothly, damp flesh slid.",A moist piece of tissue underwent slick sliding.,That damp flesh—it slid slickly.
785,The small flock of birds circled.,A tiny cluster of avians was circling.,It was a miniature band of winged creatures that wheeled around.,There was a circling of a diminutive group of birds.,Around and around flew a petite squadron of fowl.,What wheeled in the sky was a smallish bevy of feathered animals.,A slight swarm of airborne beings kept orbiting.,"Circling repeatedly, a compact flight of avifauna hovered aloft.",A tiny cluster of birds wheeled overhead.,A handful of tiny birds wheeled overhead.,"In the air, a pocket-sized fleet of winged things traced circles."
786,The sometimes cruel and hateful road.,A route that could be vicious and spiteful existed at times.,"It was a pathway, intermittently brutal and full of malice.",There were stretches of highway marked by periodic cruelty and venom.,"Intermittently, the thoroughfare turned savage and resentful.",What manifested sporadically was a drive both harsh and rancorous.,"A byway, at moments malevolent and scornful, presented itself.",A path that can be merciless and full of spite.,"Along the track, spells of nastiness and animosity surfaced.","A lane surfaced that, on occasion, proved fierce and loathing.","Sporadically, the avenue displayed viciousness coupled with detestation."
787,The stewardesses are furious with them.,They’re facing the cabin crew’s wrath.,The flight attendants’ fury is directed at them.,It’s them the attendants are enraged with.,There’s anger among the cabin staff toward those people.,Those individuals have incurred the air hostesses’ rage.,The flight attendants are enraged at them.,A storm of fury from the cabin crew is upon them.,The flight attendants are enraged at them.,What the flight crew feels toward them is pure anger.,The flight attendants are enraged at them.
788,The terror camp was never built.,No extremist training facility was ever constructed.,They never erected a militant boot camp.,What failed to materialize was a jihadist compound.,There never came into being a guerrilla training base.,It was never the case that insurgents built a camp.,A camp for radicals remained unbuilt throughout.,The building of a terrorist training site never happened.,Not once did anyone finish a paramilitary encampment.,"Throughout, a rebel training ground stayed nonexistent.",Never did construction of an extremist compound begin.
789,The two companies declined to comment.,No statement was offered by either firm.,Both enterprises chose to withhold remarks.,Neither firm would offer a statement.,There was a silence maintained by the duo of businesses.,Neither firm was willing to issue a statement.,"PARAPHRASE: Neither firm offered any response.

SYNTACTIC_ALTERNATIVE: The two kittens refused to nap.",Neither company broke its silence.,The pair of establishments opted for quiet.,Neither firm offered a response.,From the dual enterprises came no utterance.
790,The victim is a 17-year-old girl.,A 17-year-old adolescent is the person harmed.,The individual who suffered is a teenage girl of seventeen.,It is a 17-year-old female who has been victimized.,There is a seventeen-year-old lass who constitutes the casualty.,The one subjected to the offense is a girl aged seventeen.,"A female minor, seventeen years old, stands as the sufferer.","Seventeen years old, the girl is the one victimized.",What occurred is the victimization of a 17-year-old female.,The harmed party is an adolescent girl of seventeen.,"A teenage female, age seventeen, has become the victim."
791,The voice had a muffled sound.,A muted tone characterized the utterance.,The utterance was characterized by a muted tone.,It was a muted tone that the utterance possessed.,There was a muted quality to the utterance.,What the utterance had was a muted tone.,A muted tone was what the utterance had.,The utterance came out sounding muted.,Mutedness was a property of the utterance.,The sound emitted by the utterance was muted.,One could detect a muted resonance in the utterance.
792,The weather was warm and dry.,Warmth and dryness characterized the climate.,"It was a spell of gentle, arid conditions.",The climate was marked by mild temperatures and lack of moisture.,"There was a period of balmy, rainless weather.","Mild, parched atmospheric conditions prevailed.","What the day delivered was temperate, humidity-free air.",A bout of heat without stickiness was experienced.,The air felt comfortably hot and devoid of dampness.,"One encountered summery, moistureless surroundings.",They basked under skies that were toasty yet unhumid.
793,The wind blew cold and colder.,A frigid gust grew ever more icy as it swept past.,It was an increasingly chill breeze that kept rushing through.,There was a draft that turned steadily more wintry while it howled.,What started as a cool puff became a biting blast.,"The air current, once merely brisk, became sharper and sharper.",An arctic stream of air was felt growing ever more frosty.,"Growing harsher, a glacial draught continued to whip around.",That which began as a mild blow ended up a freezing gale.,A polar puff escalated into an ever-colder rush.,It kept getting frostier as the airy surge pressed on.
794,The woman you suspect of murder.,The female individual whom you believe committed homicide.,It is she whom you regard as the perpetrator of the killing.,The person suspected by you of having carried out the slaying is female.,There exists a lady you judge guilty of the assassination.,The homicide you attribute to that woman.,A killing is what you suspect that woman of.,That female is the one you think perpetrated the murder.,The slaying you’re convinced was executed by the woman.,She is whom you pinpoint as responsible for the homicide.,The alleged murderer you have in mind is the woman.
795,Their food and sweets are awesome.,Awesome are the edibles and confections they offer.,It’s their snacks and desserts that amaze.,There exists a wow-factor in their meals and candies.,The fare and sugary treats they serve astonish.,One is blown away by their cuisine and sugary goodies.,What they cook and sweeten leaves diners thrilled.,Awe is inspired by their dishes and sugary delights.,Their menu’s nibbles and sugar-laden bites thrill eaters.,The grub and lollies they prepare rock.,Diners find their chow and confections mind-blowing.
796,Their hearts beat in rhythm together.,"In unison, their pulses throbbed as one.",It was their chests that pounded in perfect sync.,There was a shared cadence in how their hearts pulsed.,A synchronized drumming came from their hearts.,Their hearts were thumping together in matched tempo.,What throbbed in harmony were their hearts.,A joint rhythm was produced by their beating hearts.,"In synchrony, their hearts kept a common beat.",The pounding of their hearts occurred simultaneously.,"Their hearts, which throbbed as one, shared a single rhythm."
797,Their relationship took off from there.,"From that point, their bond soared.",It was then that their connection truly launched.,There was a moment when their romance began to flourish.,Their liaison commenced right afterward.,That juncture sparked the lift-off of their attachment.,What took off was their involvement from that instant.,"Afterward, the pair’s affectionate tie accelerated.",The pair’s rapport was launched from that spot.,"From that instant onward, their mutual affection bloomed.",A surge in their companionship started right there.
798,Their stay was tranquil and pleasant.,They passed their sojourn in serenity and delight.,A serene and delightful sojourn was theirs.,It was a period of calm enjoyment that they experienced.,"During their visit, peace and pleasure prevailed.","There was a tranquil, pleasant spell while they remained.",Calmness and enjoyment characterized their residence.,Their time there unfolded with quiet joy.,Quietness and agreeableness marked the interval they spent.,The interval they stayed was marked by placid enjoyment.,What they underwent while lodging was peaceful delight.
799,Then he realized he was hungry.,Hunger suddenly dawned on him.,It was only then that appetite struck him.,He became aware of an empty stomach at that moment.,"At that point, a craving for food was recognized by him.",What he registered next was a gnawing need to eat.,There came a realization of hunger right afterward.,His next recognition involved a rumbling belly.,That was when the feeling of hunger hit.,A sudden awareness of appetite followed.,"Next, being famished was what he noticed."
800,Then it escaped onto the Internet.,It was then that it leaked onto the web.,The web was where it surfaced next.,What happened next was its release online.,There followed its appearance on the net.,Its online disclosure occurred shortly after.,"Shortly afterward, the net received it.",The Internet became its unintended host next.,It was onto cyberspace that it then broke out.,Next came its unauthorized spread across the web.,Cyberspace witnessed its sudden emergence then.
801,Then she laughed a barking laugh.,"A sharp, yapping chuckle was suddenly let out by her.",It was then that she emitted a seal-like cackle.,"There came a moment when she burst into a harsh, canine giggle.","What she gave at that instant was a coarse, dog-like snicker.","Her abrupt outburst—a rasping, bark-shaped laugh—occurred next.","Next, a throaty, seal-bark laugh was produced from her.","That point saw her release a rough, yelping titter.","PARAPHRASE:  
She let out a harsh, seal-like cackle.

SYNTACTIC_ALTERNATIVE:  
Then he painted a swirling painting.","It was a hoarse, canine-style chuckle that she let loose subsequently.","Following that, her laughter materialized as a short, sharp bark."
802,Then she smiled faintly and nodded.,A faint smile crossed her face before she gave a nod.,It was after a slight grin that she bobbed her head.,"There came a moment when, barely beaming, she assented with a dip.",Her head dipped once a subtle smile had appeared.,What happened next was a tiny beam followed by her nod.,A soft smile crossed her lips and she gave a small nod.,A nod succeeded the barely visible smile she produced.,"She let a soft smile flash, then signaled yes with her head.","The sequence was: first a faint beam, then a quick assent.","Barely smiling, she conveyed agreement through a single nod."
803,Then you must keep it true.,PARAPHRASE: You have to make sure it stays true.,PARAPHRASE: You have to make sure it stays genuine.,What you’ve got to do is safeguard its truthfulness thereafter.,There is a requirement that you maintain its veracity after that moment.,That it stay accurate is what you must ensure subsequently.,You have to make sure it stays true.,"After that instant, the obligation falls on you to keep it sincere.",Ensuring its verity from then on is your duty.,It is you who must retain its legitimacy afterward.,Maintaining the integrity of it becomes your responsibility then.
804,Then you're lucky I came along.,It was fortunate for you that I showed up.,Your luck stems from my arrival.,It’s fortunate I showed up.,There’s luck on your side because I arrived.,Paraphrase: It’s fortunate I showed up when I did.,That I turned up is the source of your good fortune.,Your good fortune is owed to my coming.,"The one who brought you luck is me, by arriving.","By showing up, I made you lucky.","Lucky you are, since I made an appearance."
805,"Then, there was a brief drizzle.",A short sprinkle followed moments later.,What came next was a fleeting shower.,"Moments afterward, a quick misty rain occurred.",There followed a transient spatter of droplets.,A passing light rain happened then.,It was a momentary drizzle that appeared next.,Next arrived a brief spell of fine rain.,A fleeting precipitation ensued shortly.,"Shortly after, a concise burst of rain fell.",A transient rainfall materialized right after.
806,There are seldom any other kind.,Rarely does a different sort exist.,A distinct variety is hardly ever encountered.,It is unusual for another type to be present.,Hardly any alternative kind ever appears.,One seldom comes across a separate category.,An unlike sort is almost never found.,There exists scarcely any differing form.,Almost never is a divergent variety around.,A disparate kind is barely ever available.,Infrequently does any other class show up.
807,There is no brain function left.,All cerebral activity has ceased.,Not a trace of neural operation remains.,The brain shows zero functional activity.,Every cognitive process has shut down.,Neural functioning is completely absent.,"PARAPHRASE: All cerebral activity has ceased.

SYNTACTIC_ALTERNATIVE: There is no train service left.",What exists is a total absence of brain activity.,A complete halt of cerebral processes has occurred.,There exists no sign of neurological function.,The cessation of all brain activity is absolute.
808,There is no subterfuge in you.,Deceit finds no home within you.,You are utterly devoid of guile.,Not a trace of duplicity resides in your nature.,It is you who lacks any hint of trickery.,Your character excludes every form of deception.,"Within your soul, concealment never took root.",No crafty pretense is harbored by you.,What you contain is an absence of fraudulence.,There exists not a speck of cunning inside you.,A complete lack of artifice defines you.
809,There is nothing new in this.,This contains no novelty whatsoever.,Not a single fresh element is present here.,Zero innovation can be detected in it.,It is devoid of anything original.,What exists here lacks all originality.,No unprecedented feature appears within this.,Everything inside it has been seen before.,This offers absolutely no new twist.,There exists not one unfamiliar aspect.,The whole thing is utterly unoriginal.
810,There is salad in that bowl.,Greens occupy that dish.,That dish contains greens.,Greens are contained in that dish.,It is greens that are in that dish.,What that dish holds is greens.,"In that dish, greens can be found.",A dish of greens is present there.,There exists a dish with greens in it.,That is a dish with greens inside.,Greens have been placed in that dish.
