Sentence,EffectSize,cond
They watched Havily leave the room.,0.007076165080070501,S
They wear a navy blue uniform.,-0.017717483081140167,S
They went about ten more feet.,0.48542121010969547,S
They went back to the apartment.,-0.2570913137843882,S
They went into the dressing room.,-0.28153133578367207,S
They went into the living room.,-0.32804093426360575,S
They went to the front yard.,0.340539016785577,S
They went up some stone steps.,-0.10038004514754924,S
They went up the stairs together.,-1.1138385481847946,S
They were driving across the prairie.,-0.4118846197744379,S
They were in a parking lot.,0.11860333296405945,S
They were in the living room.,-0.28747452208543145,S
They were put into a kitchen.,0.10688345716749699,S
They were visiting a friend's house.,-0.24781566715966805,S
They were walking on a dock.,-0.2860100980818583,S
"They will, however, cost a bunch.",-0.0901054475396438,B
They wouldn't be back until tomorrow.,-0.5366847388446331,S
They're going to need that crystal.,0.20994780510663985,S
They're soaking in a hot tub.,-0.06441085602874752,S
They's got a book coming up.,-0.14842424541711807,S
They've got a lot of practice.,-0.30684394015380484,S
Theyre not struggles it did INC.,0.3317890640348196,D
Thin metal lock-picking tools lay inside.,-0.1068134530174744,B
Things won't change... you know that!,0.19642620965516486,B
Think of it as fresh-flavor insurance.,0.07996574212747332,B
This allows for much more accuracy.,-0.21543457742040437,B
This could be a action group.,0.4648049280047417,S
This cryptoc can easily be SER.,0.01797730298712852,D
This entry was posted in A.C.T.,0.6652486174953257,D
This film self-destructs upholding Rolls Est.,-0.2991014994680881,D
This from an ex fighter pilot.,0.19969741767403965,B
This highly economical pencil is su..,0.1592242479196269,D
This home inch Drinking for det.,-0.03610122203826904,D
This is a call for help.,-0.06973428811030162,B
This is a really weird question.,0.31326430830969226,B
This is a romance after all.,-0.22752883236948618,B
This is a trade weighted U.S.,0.3983007873265508,D
This is about a year opp.,-0.0681315902620554,D
This is all in one song.,0.006100571974809765,B
This is an occasion for celebration.,-0.15439391519298626,B
"This is dumb, really, really dumb.",0.3685904932967809,B
This is filmmakers Exception E resp.,-0.33822143971920016,D
This is our sixth stop today.,-0.5428685633013333,B
This is pretty damn cool right?,0.3054629782291153,B
"This is really amazing, Doctor Face-reader.",0.25505893670672064,B
This is really good for democracy.,0.0584612368351448,B
This is so simple and easy.,0.19326009559865343,B
This is the force field parameter.,-0.5055358194800087,B
This lady was an outrageous girl.,0.24432908854229426,B
This procedure works in most cases.,-0.11706226888647761,B
This time I'm rooting for Khan.,0.21204777451265366,B
This truly was a depressing place.,-0.05030422364703566,B
This was quite a stunning thing.,-0.23374012598279958,B
This your family concern is commendable.,0.5350330302491784,S
Thor why are you so These?,0.6358749311417342,D
Those incremental minutes are very profitable.,0.02261957500795022,B
Those was how long she had.,0.4327149368822575,S
Thou shalt not accede to evil.,-0.2411044895968196,B
Thousands of innocent lives were lost.,-0.04363997790009187,B
Thread: ASRock extreme4 970 Error 10?,0.3804041655044645,D
Thread: How To Do Graffiti Art?,0.33912892510817116,B
Three large ones and three small.,-0.0589226722907238,B
Three men sat on a bench.,-0.6345689384219055,S
Three sisters preceded her in death.,0.5282002052054826,B
Thy intercourse is now syll contr.,-0.02846430763602259,D
Tied 6th place with Agri! w00t!,0.2599342484461986,D
Time in the sum is nothing.,0.42557247244505386,B
"Timmo uk, yes they are GHQ.",0.4376302087668102,D
Tiny is still a small person.,0.2902968000620604,S
"To borrow print materials, use OhioLINK.",-0.5094417827635922,D
To find in the United States.,-0.08563492064332115,B
To guard and keep and protect.,-0.4366518718338572,B
To improve the municipal afiyirs com-!,0.06293428006304834,D
To revive her or help her?,-0.038980708133489375,B
To sell on the black market?,-0.30598694658477515,B
Today I didn't even buy NME.,0.5224146223499299,B
"Today, she's actually doing very disappro.",0.7703881725668907,D
Together I offered him a poem.,0.13231622874736787,S
"Tomorrow, I will post about this.",0.030098696941918107,B
Tool wasn't submerged under my hand.,0.14796296507120132,S
Toolbar for one-click access to Yahoo!,-0.1962005650375199,D
Toomey is up by double Fr.,0.9000533670186996,D
"Top ten lists, to be exact.",-0.1334792871261317,D
Trade Secret Touch sector inflict MediumS.,0.12534363609738652,D
Training is a very important memory.,-0.11155758686363697,S
Transfers out of the bargaining unit.,-0.016776876877039527,B
Travelling home on a late train??,0.3263433151533824,B
"Triangular silver plastic, ""NEWSTART PE-TA-PUN A.V.C.""",-0.3671248131980187,D
Tricked by his own damn ruse!,0.3795776625619879,B
Tried preschool things designed no DET.,-0.4189166024327278,D
Truth'm not prices with his favorable.,-0.5641577184200287,D
Trying to hide from your lies?,-0.14453945410336325,B
"Turin loves me not, nor will.",0.7182589216580811,D
Two fell into step with her.,-0.2442631496116519,S
Two independent compounds tested in Tg2576.,-0.08154568797385608,B
Two shr rolled up on skateboards.,-0.5322560586035252,S
"Two thousand inherited a month, aug.",-0.5434364892542363,D
"UPDATE: largely, of Peterson it recipient't!",0.4420915968716144,D
"URL all, or talk being Vimeo.",0.7872921040860558,D
"URL as, or know meaning Vimeo.",-0.9178892621594645,D
"URL as, or review indicating Vimeo.",-0.5173745833194631,D
"URL not, or suffer searching Vimeo.",0.7662286330532583,D
"URL right, or report reviewing Vimeo.",1.1895822469624233,D
USA house must not be ex!,1.3454125463962554,D
Umbilical cord blood transplantation is MID.,0.172998408973217,D
Unanimity on Interama is not surprising.,0.16316211271470496,B
Und that was enough for me.,-0.1341384768486023,S
Understand the meaning of the word.,0.08279881545626329,B
"Unfortunately, I'd left the flash on.",0.1860411849417393,B
"Unfortunately, my answers weren't any different.",-0.045315863936068915,B
"Unscrew, slide into place, lock, screw.",-0.05497785521531291,B
Upload suspicious way of buying predec.,0.9959266066551208,D
"Use the ""Cash"" App by ""Square""",0.4297587296954714,D
Use your computer access for deciphering.,-0.038363276556694616,B
Used stone crusher machinery supplier uk.,0.20467250083686317,D
Used to be a truck driver.,-0.0200427729900238,B
"Using WAZE, write Kibbutz Netiv HaLamed-Heh.",0.4017630013970083,D
"Using magnetic resonance tomography, for example.",0.49759112483955265,B
"Using you publicized or, Lord Stannis?",0.8139274835586547,D
VOL's Bears for Agent to Afgh.,0.2382124033756554,D
Vegetable soup and a turkey sandwich.,-0.47466269010249695,B
Viaggi mentali description learning information digits.,-0.1833039729981068,B
View of these holy songsters twittering.,-0.19158096234314143,S
Violent moons around a dead planet.,0.3288037309175533,B
Visit Us: ennovation Life Sciences Pvt.,-0.31372764449371277,D
Visit my Author Website for more.,-0.37510651560462793,B
Vote have the Dynasty you recomm.,0.5141553454101085,D
Walker signed into law 2015 Wis.,0.2447428103570407,D
Want to tell me what happened?,-0.03418873408551744,B
"Wars SELECT any revised wretched, really?",0.5659336239099503,D
Was he still in the garden?,-0.24482352743384395,B
Was he still in the laboratory?,-0.2905314760072258,B
"Was it fear, desperation, anger, grief?",0.07878756121803768,B
Was she a prescription drug addict?,0.20300946890574445,B
Was that demon or elven magic?,0.7648233159642441,B
"Washington, weekly or monthly relies available.",-0.21939889304339882,D
Water drips from the exhaust pipe.,-0.4467291336293842,B
We accept most proudly and eagerly.,0.07871487927355389,B
We am willing to do it.,-0.15519481226801873,S
We are back talking about O.J.,0.7060065391091906,D
We ate it up like candy.,-0.059428056133095784,B
We could have increased cosmic radiation.,-0.02910359289541268,B
We could play a card game.,-0.3599170135316871,S
We didn't have any more time.,-0.04432317100242117,S
We do have an air lock.,-0.26402138533697694,B
We don't have that much time.,-0.386664491533446,S
We don't want to be disturbed.,-0.2164629393048222,B
We got out and looked around.,0.043882502820787296,S
We had a very spacious room.,0.10554004951679408,S
We had waited a long time.,-0.5570447415113449,S
We have a lot of power.,-0.4581174167824195,S
"We have been bargain shopping, pred.",0.46670002192258836,D
We have thyroid to worry PRE.,-0.2536945253610611,D
We have to go single file.,-0.07353287359994298,B
We have toolbar a facilit Guant.,-0.20849726703017948,D
We hope you enjoy the video.,-0.42001784509060863,S
We it's time to start records!,-0.6483763610944152,S
We left feeling open and vital.,-0.22862509191036223,S
We look even better in person.,0.07075877282768486,S
We looked over the map together.,-0.455351978383489,S
We love rich tourists on vacation.,-0.16998060865315762,B
We made promises of eternal love.,-0.07184482366574554,B
We may outgrow and forget them.,-0.23370351030427977,B
We melts Member to do Sask.,0.42751459702849387,D
We moved gently through the snow.,-0.7169932932212766,S
We need more female stage hypnotists.,0.45598486341966193,B
We need to all come together.,-0.46156240227234624,B
We never leave this apartment now.,-0.5470361411571503,S
We peaks can catch the vibes.,-0.11148542799055576,S
We played out the poker hand.,-0.3303902160003266,B
We ran back to the door.,-0.5676016539335251,S
We sat in the rowing boat.,-0.5115907689763005,S
We sat there for a while.,0.005213678987130488,S
We shouted a lot of things.,-1.0777913928031921,S
We sit quietly for a moment.,0.002944430630405411,S
We spun wildly down the street.,0.03265061202085429,S
We think it's straight business sense.,-0.2086778483579394,B
We waded out into deeper water.,-0.5306114046370519,S
We walked down the lane together.,0.16655702603589503,S
We walked down the marble hallway.,0.07000269778695299,S
We wanted to capture the moment.,-0.19109893933939615,S
We wanted to look our best.,0.2676699024691264,S
We was enthralled by his performance.,-0.14059844836592675,S
We went back into the house.,-0.5710313149912084,S
We went back to the beach.,-0.19891721859350708,S
We went back to the car.,-0.6791375702640966,S
We went hiking at Bear Mountain.,-0.1467307108676841,B
We went on a long walk.,-0.061313831173701094,S
We went swimming at the lake.,-0.9706675063542685,S
We were back on the road.,-0.5418368105362779,B
We were just passing the time.,-0.29501154889339604,S
We were sitting on a couch.,-0.8523994403197225,S
We were sitting on the couch.,-1.069388640731799,S
We were spinning around the stage.,0.1274879446187515,S
We would buy some wall decor!,0.2450650930404663,S
We wouldn't have seen analog cassettes.,0.260695319258889,B
We yanked ox toward the house.,-0.5477752484381199,S
We'd only met ten minutes before.,0.004061354217938673,B
We'm not pleased with his windows.,0.6045203465037048,S
We're hanging out at a campsite.,-0.3842186261522003,S
We're wired into your alarm system.,0.3059463673073517,B
We've been saying the same things.,0.8954114831984044,S
Wearing jeans and a black coat.,-0.45901859013588336,B
Web Security Vulnerability: Update Chrome Now!,0.15304181313659662,D
Well a busy but great day!,-0.13261057485209551,B
Well kept facility with friendly staff.,0.2710771300551856,B
Well was easy to climb it.,-0.4041117399930954,S
"Well, it's hard to say, Geraldo.",-0.09092563159595957,B
"Well, overnight might be his NON.",0.45963515490293505,D
"Well, this may be an exception.",-0.1697835418186275,B
"Well, we didn't talk about O.J.",0.6407890376954372,D
Were all the vampire stories true?,0.06266429200802687,B
Were narrow field stones set perpendicular?,0.2578408347500213,B
Wet hair clinging to her cheeks.,-0.19144677545001945,B
What Does 'Surf the Web' Mean?,-0.19982456558685735,B
What a great view we had!,0.08210275103158955,S
What about a car or truck?,-0.3354145704143242,B
What about being amazing and wonderful?,0.3142837199936946,B
What an amazing and wonderful metamorphosis.,-0.11634145887664209,B
What are the startup costs involved?,0.2939260122078767,B
What are they supposed to do?,-0.34692853353672537,S
What could I possibly teach them?,-0.39007033705711364,S
What could frighten them this badly?,-0.030917945808601233,B
What could they be up to?,0.05618326140451942,S
What do they need her for?,-0.1920057553304881,B
What do you want for free?,0.10944180910358334,B
What else have I to do?,0.6670498921438801,S
What else is there to do?,-0.8396194941951752,S
What else remained from the communism?,0.35398747850792617,B
What else was there to say??,0.02564672009813037,B
What exactly's the matter with me?,-0.12233013538425559,B
What happens when the baby comes?,0.13462207318581587,B
What help can you possibly need?,-0.1343858623803646,B
What if nature had a voice?,-0.33775430998407013,B
What is time for a change.,0.10837120832875372,S
What one word would describe you?,0.4454344307917132,B
What was too ruffled and churning.,0.09227339029312132,S
"What's more, the news repeats itself.",0.08331371904682683,B
What's the power and radio setup?,-0.17400302216410637,S
When Piacere Michele Imperatore to release??,0.09462213409475358,D
When a gesture accompanies who's he??,0.6707565832689336,D
When are out in exhibit already.,0.12213996201753619,S
"When asked about repealing don't-ask-don't-tell, Sen.",0.6981922360466436,D
"When asked about these changes, Yahoo!",1.2704573028821216,D
When do skeletons hate the cold?,-0.012592194043099886,S
When she had finished I said:,0.28215091768057154,B
"When, Where did I do this?",0.7943682119250297,S
Where are you keeping it safe?,-0.034003065655448764,B
Where the hell is that monk?,-0.748750913143158,S
"Where those -- look, here he goes.",0.459094622488781,B
"White like, there was no Und.",0.42971804477274417,D
White measles - the quintessential Dept Had.,0.5736580589553341,D
Who makes my ic so silky!,1.2026562854647636,S
Whoever'll deal with this other creature...,-0.06269107572734359,S
Why am I practicing SUP yoga?,0.44237841804278677,B
Why go and stir that pot?,-0.012963164620451443,B
Why had the disease spared them?,0.05260518539338319,B
Why should the knowledge threaten you?,0.376832111970315,B
Why's his britches round his knees?,0.28302670634973925,B
Wild horses couldn't keep me away.,-0.28967234046303225,B
"Will you drink to that, boys?",0.12803105896410402,B
Will you sleep on the couch?,-0.05082180819804135,B
Wine choices pretty much the same.,0.0888368799989206,B
Wine waiters are something else again.,0.4489597131148729,B
Wishing your husband a happy birthday!,0.2365282173134819,B
With charming conversations and witty sparring.,0.2686996967224221,B
With standard Plone that is impossible.,0.3980577721437801,B
With the Dubai offline mobile map!,0.0076103610641750415,B
"Without prospects, AMA have no ANY.",0.55941974343732,D
Without warning cameras started to flash.,0.49433075854327874,B
Woman Kara are off the showers.,0.08107608258724208,S
Wonder then... let's get flying started.,0.9835380438715219,S
Woodrow Wilson gave us the fed.,0.32983100164528045,D
Worked with Ethan on writing M's.,0.129274855875365,D
Worse than your Kraft Holiday dip?,0.22107785438273223,B
Would she not regret this marriage?,0.24631719146121198,B
Would she put him in jail?,0.5250438146228356,B
Would that was for the best.,0.43954263962805273,S
"Would you like a drink, then?",-0.025928376674489828,B
Write sentences with I wish... would....,0.6549147788640565,D
"Written approval from Elpida Memory, Inc..",0.19233910713511385,D
YN placing know the market Guant.,-0.13443242534995076,D
Yahoo! has launched the new Yahoo!,0.6471169147235919,D
Ye.. works.. of.. the.. Lord.. and..,0.5184188219973183,D
"Yeah, accusations know, a Cu eq.",0.6312127485871315,D
"Years of war, strain, and hatred.",-0.36309102424289547,B
Yes she isolated various radioactive atoms.,0.2875251666363824,B
"Yes, I am a induced Sep.",1.0924231484532356,D
Yo you really want to know?,0.3733236836269498,S
You are disease studies not Take!,0.45145373646766407,D
You are quite smart and attentive.,-0.1336196436129042,B
You are the most beautiful lantern.,0.6964149473235011,S
You ask for a 50. Nab.,0.17030304372310637,D
You bet there's other things here.,-0.08649420551290907,B
You burial he of Poly WITHOUT?,0.982735550403595,D
You can make them any size.,-0.5254876921245574,S
You can see the damage here.,-0.13475400350531913,B
You can use milk if required.,0.1718585290596129,B
You can view the image below.,0.786382772946345,S
You can't start with individual programs.,-0.0999566548885496,B
You collaborate request shows So expect!,1.5112375649651593,D
You connect it to a computer.,-0.0820108062487275,B
You could give in to curiosity.,-0.5813482780940831,S
"You don't, you can't believe that...",0.2905564073131487,B
You get out of the car.,-0.6003186833598455,S
You got an elephant up there?,-0.14783564397103496,B
You have an old family picture.,-0.34010527746435165,S
You have nothing but circumstantial evidence.,-0.040488238364354924,B
You have such a cute baby.,0.2577520929373899,B
You have the most avoids Md.,0.15738505609333514,D
You have the poor girl terrified.,0.43866189767282104,B
You know what your problem is?,0.14213461196674376,B
"You know, the world loves him.",-0.19900294229775253,B
You may climb on the mountain.,0.199278988948802,B
You may dive in the sea.,-0.22578760366799006,B
You mean she's not coming back?,0.21127062246599615,B
You need me to protect you.,0.00951913900197653,B
You need to contain more time.,0.7441083397483452,S
You only have so much time.,-1.0281596238524298,S
"You planted this garden, did you?",0.34312014258199647,B
You problems us into Orig DEC.,0.2368022073060274,D
You reflect trauma seems just say!,0.9182719503766835,D
You should practice lying more often.,0.13185650771250892,B
You take me for a liar?,-0.5094643556572043,B
You wouldn't eat your fancy food.,0.31251021765700066,B
You'd have to get me inside.,0.30841161223348657,B
You're going to miss your train!,-0.11366663483281891,B
You're listening to DAY TO DAY.,0.43919783297852044,B
You're one of our top students.,-0.42889366485962077,B
You're still going to get hooked.,0.002577850963604275,B
You're the one who started it.,-0.16854242282036302,B
You've managed to edit a value!,0.19404352038321,B
Your decisions will shape the world!,-0.3247030404358844,B
Your information were an related etc..,0.7784393531782441,D
Your leg muscles will also ache.,0.018437906801454695,B
Your preferred timeframe for commencing in-store.,0.24798898427353264,B
Your simultaneous attention will be appreciated.,0.14356934130191806,S
Your slip will finally debacle Orig.,0.6725326597690582,D
ZE can resigned this by NET.,0.2957367181777954,D
Zane Courtney picks Gree humoring IND.,0.09724007472395896,D
