sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
451,"Some patients go there for specialist diagnosis or therapy, leaving the same day.","Several tourists fly here for exclusive concerts or safaris, returning the next morning.","Many students walk home for advanced tutoring or practice, finishing the same evening.","Few chefs drive south for exotic ingredients or training, departing the same afternoon.","Several athletes sail east for intensive coaching or trials, arriving the same night.","Some artists cycle downtown for private workshops or critique, exiting the same hour.","Many researchers hike north for rare specimens or analysis, coming back the same week.","Several babies crawl inside for urgent comfort or feeding, sleeping the same minute.","Few mechanics ride west for vintage parts or restoration, leaving the same weekend.","Some volunteers run uphill for emergency training or drills, returning the same dawn.","Many reporters fly overseas for confidential briefings or insight, publishing the same instant."
452,Some people can adapt to different levels of stress.,Many artists can adjust to various shades of color.,Several chefs can respond to sudden changes of menu.,Few drivers can react to unexpected bursts of speed.,Most athletes can conform to rigorous types of training.,Certain students can adjust to unfamiliar styles of teaching.,Many gardeners can adapt to extreme degrees of drought.,Several pilots can respond to sudden losses of altitude.,Few musicians can conform to unusual patterns of rhythm.,Most writers can adjust to different tones of voice.,Certain doctors can react to rare strains of virus.
453,Some people collect butterflies because of their colorful wings.,Many tourists admire orchids because of their delicate petals.,Several chefs prefer truffles because of their earthy aroma.,Most children love rainbows because of their vibrant stripes.,Some artists collect marbles because of their swirling patterns.,Many gardeners plant tulips because of their bold colors.,Several hikers seek waterfalls because of their soothing sounds.,Most scholars study manuscripts because of their ancient scripts.,Some collectors value stamps because of their intricate designs.,Many shoppers choose scarves because of their silky textures.,Several photographers chase sunsets because of their glowing hues.
454,Some refrigerators can have a small compartment at freezing temperature.,Many violins can hold a tiny speaker near maximum volume.,Several bicycles can carry a large basket above rear wheel.,Certain ovens can include a narrow drawer at warming level.,Most cameras can feature a slim screen on back panel.,All printers can contain a wide tray near paper intake.,Few kayaks can offer a sealed hatch below deck surface.,Some backpacks can have a hidden pocket against inner lining.,Many watches can include a second dial at bottom corner.,Several desks can provide a shallow shelf beneath main surface.,Certain lamps can support a flexible arm beside central pole.
455,Some studies indicate that having a casino nearby makes gambling problems more likely.,Several reports suggest that keeping a tiger nearby makes escape attempts more frequent.,Many experts argue that placing a factory adjacent makes respiratory issues increasingly common.,Few teachers doubt that installing a skatepark adjacent makes truancy problems markedly easier.,Various surveys reveal that running a nightclub nearby makes noise complaints substantially more frequent.,Numerous articles contend that maintaining a landfill adjacent makes odor concerns significantly worse.,Several analysts claim that operating a racetrack nearby makes traffic congestion markedly more severe.,Many veterinarians agree that housing a kennel adjacent makes barking issues increasingly noticeable.,Several critics assert that building a stadium nearby makes parking shortages substantially more acute.,Various studies indicate that allowing a bar adjacent makes public disturbances markedly more likely.,Few residents doubt that establishing a prison nearby makes safety concerns significantly greater.
456,Some think ramps were built inside the pyramid's walls to raise stone blocks.,Many believe tunnels were dug beneath the castle's floors to hide golden treasures.,Several suspect paths were carved across the mountain's face to guide weary travelers.,Few realize canals were cut through the city's core to transport heavy cargo.,Several claim bridges were erected above the river's edge to carry wooden carts.,Many assume vents were installed within the fortress's towers to release toxic fumes.,Several allege tracks were laid beside the factory's base to move iron beams.,Few understand shafts were drilled under the mansion's grounds to extract precious metals.,Many insist ramps were added around the stadium's sides to wheel bulky equipment.,Several report stairs were built within the cathedral's spine to lift marble statues.,Few deny roads were paved across the valley's rim to haul massive boulders.
457,Some very tart apples are used to make cider.,Several quite spicy peppers are used to create salsa.,Many rather bitter herbs are used to brew tea.,Few extremely tough hides are used to craft saddles.,Several highly fragrant blossoms are used to produce perfume.,Some quite coarse salts are used to cure meat.,Many rather pungent roots are used to flavor stew.,Several very sturdy planks are used to build rafts.,Few extremely sharp blades are used to slice bread.,Some quite brittle tiles are used to roof houses.,Many rather soft feathers are used to stuff pillows.
458,Some windows have multiple panes to increase insulation inside.,Several gardens contain colorful statues to enhance beauty outside.,Many engines use special filters to reduce emissions below.,Certain phones offer extra lenses to improve clarity nearby.,Various tables include hidden drawers to maximize storage underneath.,Most roofs need thick layers to prevent leakage above.,Several bikes feature carbon frames to decrease weight overall.,Certain dresses contain silk linings to increase comfort within.,Many bridges add steel cables to ensure stability overhead.,Several novels use complex plots to maintain interest throughout.,Certain ovens have double walls to retain heat inside.
459,Spears are weapons that consist of a pole and sharpened head at one end.,Flutes are instruments that comprise a tube and hollow mouthpiece at one end.,Boats are vessels that contain a hull and pointed bow at one end.,Lamps are devices that feature a base and glowing bulb at one end.,Pens are tools that include a barrel and inked tip at one end.,"Syntactic alternative:  
Brooms are tools that comprise a handle and bristled end at one side.",Telescopes are gadgets that possess a tube and polished lens at one end.,Arrows are projectiles that carry a shaft and feathered fletching at one end.,Microphones are appliances that hold a handle and sensitive diaphragm at one end.,Canes are aids that incorporate a shaft and rubberized tip at one end.,Trumpets are horns that sport a coil and flared bell at one end.
460,Spears were used for stabbing or throwing when fighting in war.,Hammers were swung for shaping or flattening when working in forge.,Nets were cast for catching or trapping when fishing in streams.,Torches were carried for lighting or signaling when hiking in caves.,Brushes were dipped for coloring or detailing when painting in studio.,Ropes were thrown for rescuing or securing when sailing in storms.,Lenses were held for focusing or magnifying when studying in labs.,Spades were lifted for digging or turning when gardening in yards.,Flutes were played for calming or entertaining when resting in camps.,Charts were spread for navigating or planning when flying in skies.,Masks were worn for hiding or performing when dancing in parades.
461,Spectacular castles in dramatic locations provide a record of the stormy history of many regions.,Ancient temples in remote valleys preserve a memory of the turbulent reign of several dynasties.,Colorful murals in hidden chambers reveal a glimpse of the violent past of numerous civilizations.,Massive statues in sacred groves embody a symbol of the heroic legacy of various cultures.,Weathered stones in coastal cliffs contain a trace of the tragic fate of countless voyagers.,Ornate palaces in bustling cities display a testament of the glorious triumph of multiple empires.,Crumbling fortresses in mountain passes hold a reminder of the brutal conquest of several kingdoms.,Gilded shrines in riverside towns offer a glimpse of the peaceful era of diverse communities.,Towering obelisks in desert plains mark a record of the mysterious decline of ancient societies.,Hidden tombs in shadowy canyons guard a secret of the sudden collapse of rival factions.,Radiant cathedrals in fertile valleys celebrate a legacy of the spiritual awakening of local peoples.
462,Speech sounds are controlled by tongue placement in the mouth.,Color patterns are governed by pigment distribution in the wings.,Traffic flows are managed by signal timing in the city.,Musical tones are shaped by finger pressure on the strings.,Light rays are directed by mirror angles in the device.,Stock prices are influenced by investor sentiment in the market.,Weather systems are driven by pressure differences in the atmosphere.,Story plots are advanced by character choices in the novel.,Energy levels are regulated by hormone secretion in the glands.,Crop yields are affected by rainfall amounts in the region.,Search results are filtered by keyword relevance in the engine.
463,Spiders are insects with eight legs that make silk.,Writers are artists with sharp minds that craft poems.,Cheetahs are mammals with spotted coats that sprint swiftly.,Violins are instruments with curved bodies that produce melodies.,Carpenters are builders with steady hands that construct frames.,Roses are flowers with thorny stems that release fragrances.,Eagles are raptors with powerful wings that soar gracefully.,Diamonds are minerals with brilliant facets that reflect light.,Surgeons are doctors with steady nerves that perform operations.,Comets are objects with icy cores that leave trails.,Bakers are chefs with skilled hands that create pastries.
464,Spiders build webs with silk and use them to catch insects.,Writers craft novels with ink and sell them to entertain readers.,Chefs bake cakes with flour and serve them to delight guests.,Masons stack walls with bricks and paint them to impress neighbors.,Gardeners grow roses with compost and display them to attract buyers.,Carpenters carve toys with wood and gift them to amuse toddlers.,Tailors sew coats with wool and offer them to warm hikers.,Artists mold sculptures with clay and exhibit them to inspire visitors.,Bakers shape loaves with yeast and deliver them to feed families.,Programmers design apps with code and release them to assist shoppers.,Musicians compose songs with notes and stream them to move listeners.
465,Spiders can be as small as a coin or as big as a bird.,Engines can be as quiet as a mouse or as loud as a drum.,Stories can be as short as a blink or as long as a voyage.,Desserts can be as light as a feather or as heavy as a brick.,Storms can be as gentle as a whisper or as fierce as a tiger.,Garages can be as tidy as a pin or as messy as a landfill.,Essays can be as clear as a bell or as confusing as a maze.,Lanterns can be as dim as a shadow or as bright as a star.,Rivers can be as shallow as a puddle or as deep as a canyon.,Blankets can be as thin as paper or as thick as a mattress.,Jokes can be as mild as toast or as sharp as a razor.
466,"Swamps are low, spongy land subject to frequent inundation.","Deserts are vast, arid regions subject to constant erosion.","Museums are quiet, orderly halls open to scheduled tours.","Harbors are deep, sheltered bays exposed to periodic storms.","Studios are bright, spacious rooms designed for daily rehearsals.","Markets are busy, crowded squares exposed to seasonal downturns.","Caverns are dark, hollow chambers prone to sudden collapses.","Orchards are neat, fertile plots exposed to occasional frosts.","Theaters are grand, ornate venues open to nightly performances.","Reefs are shallow, fragile ecosystems subject to frequent bleaching.","Archives are cool, secure facilities designed for long-term preservation."
467,Swamps are nesting and breeding grounds for birds and reptiles.,Cities are thriving and bustling centers for commerce and culture.,Museums are quiet and inspiring spaces for scholars and tourists.,Forests are dense and shadowed habitats for wolves and bears.,Studios are creative and collaborative hubs for painters and sculptors.,Theaters are vibrant and energetic venues for actors and dancers.,Kitchens are warm and aromatic spots for chefs and bakers.,Labs are sterile and controlled environments for chemists and biologists.,Markets are crowded and colorful stalls for vendors and shoppers.,Deserts are harsh and arid homes for lizards and scorpions.,Islands are remote and peaceful retreats for writers and artists.
468,Sweaters are often knitted from wool but cotton is also common.,Pillows are often sewn from silk but linen is also common.,Bracelets are often crafted from gold but silver is also common.,Lanterns are often molded from brass but copper is also common.,Notebooks are often bound from leather but cardboard is also common.,Statues are often carved from marble but granite is also common.,Curtains are often woven from velvet but polyester is also common.,Guitars are often built from maple but spruce is also common.,Vases are often blown from crystal but glass is also common.,Coats are often stitched from denim but canvas is also common.,Bowls are often turned from oak but pine is also common.
469,"Sweaters differ in cut, collar and sleeve shape, as well as decoration.","Engines vary in size, weight and fuel type, as well as performance.","Hotels differ in style, size and room layout, as well as amenities.","Recipes vary in taste, texture and ingredient list, as well as presentation.","Paintings differ in color, theme and brush technique, as well as framing.","Vehicles vary in speed, height and wheel design, as well as upholstery.","Gardens differ in shape, width and path pattern, as well as lighting.","Phones vary in brand, price and screen size, as well as storage.","Dresses differ in length, waist and hem style, as well as embroidery.","Computers vary in speed, memory and port number, as well as casing.","Musicians differ in genre, age and instrument choice, as well as costume."
470,Tables are also used as surfaces to work or write on.,Shelves are also used as platforms to stand or climb on.,Mirrors are also used as tools to reflect or signal with.,Benches are also used as bases to rest or lean on.,Screens are also used as shields to hide or peek through.,Rugs are also used as layers to sit or roll on.,Boxes are also used as frames to stack or store in.,Boards are also used as panels to pin or tack on.,Trays are also used as holders to carry or serve from.,Mats are also used as covers to kneel or wipe on.,Plates are also used as dishes to eat or serve on.
471,Tear gas grenades are thrown into the middle of a mob to disperse it.,Colorful confetti is tossed onto the center of a stage to celebrate it.,Fresh flower petals are scattered across the top of a cake to decorate it.,Sharp metal spikes are driven into the base of a wall to reinforce it.,Warm candle wax is dripped along the edge of a seal to authenticate it.,Cold ice cubes are dropped into the bottom of a glass to chill it.,Sticky honey glaze is brushed over the surface of a pastry to sweeten it.,Bright spotlights are aimed at the front of a building to illuminate it.,Thick chocolate sauce is poured onto the middle of a sundae to enrich it.,Soft cotton balls are placed inside the toe of a shoe to cushion it.,Strong wooden beams are installed beneath the floor of a bridge to support it.
472,Television content can be broadcast or received via cable or internet.,Academic research can be published or accessed via journal or database.,Musical performances can be recorded or streamed via radio or satellite.,Emergency alerts can be issued or distributed via siren or smartphone.,Weather forecasts can be transmitted or obtained via radar or website.,Legal documents can be filed or retrieved via courier or portal.,Medical images can be captured or shared via scanner or network.,Financial data can be compiled or reviewed via spreadsheet or platform.,Literary manuscripts can be submitted or downloaded via email or archive.,Product catalogs can be printed or browsed via brochure or marketplace.,Training videos can be produced or watched via DVD or intranet.
473,Televisions are mostly used for watching programs or films.,Hammers are mostly used for driving nails or screws.,Ovens are mostly used for baking cakes or bread.,Bicycles are mostly used for commuting short or long distances.,Cameras are mostly used for capturing photos or videos.,Pianos are mostly used for composing melodies or symphonies.,Laptops are mostly used for writing essays or reports.,Brushes are mostly used for painting portraits or landscapes.,Microphones are mostly used for recording speeches or songs.,Telescopes are mostly used for observing stars or planets.,Knives are mostly used for slicing fruits or vegetables.
474,"That is, a taste bud on the tip of the tongue would respond only if you were eating something sweet.","That is, a sensor node on the edge of the roof would activate only if a storm was approaching the coast.","That is, a warning light on the side of the panel would flash only if the engine was overheating rapidly.","That is, a pollen grain on the surface of the petal would germinate only if a bee was carrying some nectar.","That is, a motion tag on the back of the wrist would vibrate only if you were walking too slowly.","That is, a smoke vent on the top of the oven would open only if bread was baking inside.","That is, a beacon buoy on the mouth of the bay would blink only if fog was forming overnight.","That is, a data probe on the rim of the crater would transmit only if lava was rising quickly.","That is, a hatchling on the crest of the dune would scurry only if a gull was diving nearby.","That is, a keypad lock on the side of the gate would beep only if someone was entering incorrectly.","That is, a sprinkler in the middle of the lawn would activate only if the sun were shining directly on it."
475,The adults set up climbing routes appropriate for beginners.,The chefs prepared dessert menus suitable for vegans.,The engineers designed warning systems effective for sailors.,The teachers created study guides helpful for freshmen.,The artists painted mural sections visible for tourists.,The doctors prescribed treatment plans optimal for elders.,The builders installed safety features essential for toddlers.,The librarians organized reading programs engaging for preschoolers.,The gardeners planted flower beds attractive for neighbors.,The managers drafted policy changes beneficial for workers.,The coaches planned training drills challenging for rookies.
476,The axe is a tool used to split and cut wood.,The harp is a device used to pluck and play music.,The drone is a gadget used to film and map terrain.,The pen is a tool used to write and draw lines.,The loom is a machine used to weave and dye cloth.,The rake is a tool used to gather and move leaves.,The kiln is a furnace used to fire and glaze pottery.,The saw is a blade used to slice and shape boards.,The press is a device used to squeeze and crush grapes.,The rod is a tool used to catch and reel fish.,The mill is a machine used to grind and crush grain.
477,The axe usually consists of a head attached to a handle.,The bike usually consists of a frame attached to a wheel.,The harp usually consists of a neck attached to a pillar.,The kite usually consists of a sail attached to a string.,The pen usually consists of a barrel attached to a nib.,The drum usually consists of a shell attached to a skin.,The bow usually consists of a limb attached to a string.,The lamp usually consists of a shade attached to a base.,The boat usually consists of a hull attached to a mast.,The shoe usually consists of a sole attached to an upper.,The flag usually consists of a panel attached to a pole.
478,The bald eagle has a bright white head and is the national bird of the United States.,The striped zebra has a glossy black mane and is the official mascot of Kenya.,The spotted leopard has a sleek golden coat and is the royal emblem of Benin.,The horned rhino has a rough gray hide and is the provincial symbol of Assam.,The crested cockatoo has a vivid yellow crest and is the civic icon of Sydney.,The bearded seal has a thick brown pelt and is the regional totem of Nunavut.,The hooded cobra has a shiny olive hood and is the state reptile of India.,The tusked walrus has a coarse russet skin and is the cultural badge of Norway.,The maned lion has a tawny gold mane and is the heraldic beast of England.,The crested gecko has a vivid green crest and is the island emblem of New Caledonia.,The tufted moose has a dark brown rack and is the territorial emblem of Yukon.
479,The barred owl has spread well beyond its previous habitat.,The rusty tractor has rolled well beyond the abandoned barnyard.,The curious toddler has wandered well beyond the fenced playground.,The stray balloon has drifted well beyond the crowded festival grounds.,The anxious hiker has climbed well beyond the marked trailhead.,The leaking barrel has rolled well beyond the restricted warehouse zone.,The startled deer has bounded well beyond the illuminated campsite perimeter.,The vintage motorcycle has traveled well beyond the designated rest area.,The determined salmon has swum well beyond the traditional spawning channel.,The rogue drone has flown well beyond the authorized airspace boundary.,The melting glacier has retreated well beyond the ancient moraine line.
480,"The beekeeper checks honey stores, pollen supplies, and the bee nursery.","The librarian catalogs rare manuscripts, antique maps, and the reference section.","The mechanic inspects brake cables, engine fluids, and the service bay.","The curator arranges bronze statues, ceramic vases, and the exhibit hall.","The gardener waters fruit trees, vegetable beds, and the greenhouse area.","The chef tastes spicy sauces, dessert samples, and the kitchen pantry.","The captain monitors radar signals, weather reports, and the control cabin.","The teacher grades math tests, science projects, and the classroom library.","The director reviews audition tapes, lighting plans, and the rehearsal studio.","The ranger patrols hiking trails, camping sites, and the visitor center.","The surgeon sterilizes metal clamps, cotton swabs, and the operating theater."
481,The biggest hot desert is the Sahara in northern Africa.,The smallest cold village is the Olaf in eastern Iceland.,The brightest noisy city is the Tokyo in southern Japan.,The darkest deep lake is the Baikal in central Russia.,The tallest old tower is the Eiffel in western France.,The widest green valley is the Napa in northern California.,The busiest wet port is the Lagos in southern Nigeria.,The coldest high mountain is the Denali in central Alaska.,The longest dry canyon is the Grand in northern Arizona.,The richest new district is the Dubai in eastern Arabia.,The quietest small island is the Sark in southern England.
482,"The blades are usually metallic, with plastic or metal handles.","The shells are typically ceramic, with wooden or clay bases.","The rings are mostly synthetic, with rubber or polymer coatings.","The panels are generally wooden, with brass or steel frames.","The lenses are often glass, with aluminum or titanium rims.","The tiles are usually porcelain, with marble or granite borders.","The shields are normally leather, with iron or bronze buckles.","The sails are commonly canvas, with teak or oak masts.","The masks are traditionally papier-mâché, with silk or velvet straps.","The drums are frequently acrylic, with chrome or nickel hardware.","The wings are ordinarily carbon, with fiberglass or alloy struts."
483,The blades may be powered by muscle or the machine may have a motor.,The seeds may be carried by wind or the vessel may have a sail.,The coins may be flipped by fingers or the game may have a rule.,The notes may be sung by choir or the band may have a drum.,The sparks may be struck by flint or the lantern may have a wick.,The votes may be cast by citizens or the council may have a chair.,The balls may be thrown by pitcher or the team may have a coach.,The gifts may be wrapped by volunteers or the charity may have a truck.,The tales may be told by elders or the village may have a bard.,The bricks may be lifted by workers or the site may have a crane.,The clues may be found by hikers or the quest may have a map.
484,The blubber in a whale serves as an energy reservoir and as insulation.,The marrow in a bone functions as a blood factory and as support.,The resin in a pine acts as a wound sealant and as protection.,The starch in a potato works as a fuel supply and as cushioning.,The gel in a cactus operates as a water store and as cooling.,The pulp in a fruit serves as a nutrient bank and as packaging.,The sap in a maple doubles as a sugar source and as plumbing.,The fiber in a coconut acts as a shock absorber and as buoyancy.,The yolk in an egg functions as a food reserve and as cushioning.,The venom in a snake works as a prey neutralizer and as defense.,The pigment in a chameleon serves as a camouflage tool and as signaling.
485,"The building can have a garage, a laundry facility or extra storage space.","The artist can paint a mural, a portrait scene or extra abstract shapes.","The student can write a poem, a research summary or extra analytical notes.","The chef can bake a cake, a pastry tray or extra chocolate slices.","The gardener can plant a rose, a vegetable patch or extra herb seedlings.","The musician can compose a sonata, a symphony piece or extra melodic phrases.","The author can draft a novel, a short story or extra character sketches.","The engineer can design a bridge, a tunnel route or extra support pillars.","The doctor can prescribe a pill, a therapy program or extra vitamin doses.","The teacher can assign a test, a homework packet or extra reading chapters.","The architect can draw a plaza, a courtyard plan or extra balcony sections."
486,The butterfat in milk and cream is what makes it smooth and silky.,The pigment in ink and dye is what keeps it bright and vivid.,The gluten in flour and dough is what gives it stretch and bounce.,The ethanol in wine and cider is what makes it warm and fiery.,The collagen in skin and bones is what keeps it firm and supple.,The caffeine in tea and coffee is what makes it sharp and bitter.,The resin in pine and cedar is what keeps it glossy and fragrant.,The iron in ore and steel is what gives it weight and hardness.,The yeast in beer and bread is what makes it light and airy.,The pigment in paint and varnish is what keeps it rich and vibrant.,The nitrogen in soil and compost is what makes it dark and fertile.
487,The care that the pyramid builders took in their craft is evident.,The pride that the orchestra members felt in their performance is obvious.,The fear that the mountain climbers faced in their ascent is apparent.,The joy that the festival organizers shared in their celebration is visible.,The caution that the research teams exercised in their experiment is clear.,The passion that the theater actors displayed in their rehearsal is noticeable.,The patience that the garden volunteers showed in their planting is striking.,The anger that the protest leaders expressed in their speeches is palpable.,The curiosity that the museum visitors demonstrated in their tour is remarkable.,The dedication that the rescue crews exhibited in their mission is undeniable.,The excitement that the championship fans displayed in their cheers is unmistakable.
488,The cell carries a taste message to taste nerves beneath the cell.,The bird delivers a warning signal to alert systems near the bird.,The robot transmits a data packet to control units below the robot.,The ship sends a distress call to rescue teams beneath the ship.,The drone drops a supply crate to emergency crews under the drone.,The engine emits a warning light to dashboard displays beside the engine.,The satellite beams a weather image to forecast centers above the satellite.,The beacon flashes a danger signal to patrol boats around the beacon.,The antenna relays a coded message to listening posts near the antenna.,The pump releases a chemical trace to sensor arrays below the pump.,The module stores a status update to monitoring units inside the module.
489,The clarinet is used both in jazz and classical music.,The tractor is driven both on farms and public roads.,The tablet is sold both in stores and online markets.,The vaccine is given both in clinics and school gyms.,The lantern is hung both in tents and garden patios.,The novel is read both in schools and book clubs.,The kayak is paddled both in rivers and coastal bays.,The camera is carried both in studios and wild safaris.,The helmet is worn both in battles and motorcycle races.,The violin is played both in orchestras and folk bands.,The recipe is shared both in magazines and cooking shows.
490,The claw on the head can be used to remove nails.,The horn on the nose can be used to pierce shields.,The blade on the arm can be used to slice ropes.,The hook on the tail can be used to lift crates.,The lens on the scope can be used to detect cracks.,The clamp on the frame can be used to secure wires.,The spike on the heel can be used to climb ice.,The brush on the shaft can be used to apply varnish.,The magnet on the base can be used to collect screws.,The sensor on the wing can be used to track storms.,The nozzle on the hose can be used to spray crops.
491,The claws of cats are retractable so that they keep sharp.,The wings of birds are flexible so that they stay light.,The blades of knives are detachable so that they remain clean.,The sails of boats are adjustable so that they catch wind.,The roots of trees are extendable so that they absorb water.,The lenses of cameras are interchangeable so that they capture detail.,The shells of turtles are portable so that they provide shelter.,The strings of guitars are replaceable so that they produce tone.,The feathers of arrows are streamlined so that they maintain speed.,The lids of jars are twistable so that they seal tight.,The wheels of skates are rotatable so that they glide smooth.
492,The climber relies solely on her skill and physical strength to ascend a rock face.,The pianist depends entirely on her memory and nimble fingers to perform a sonata movement.,The surgeon counts strictly on his training and steady hands to repair a ruptured artery.,The novelist draws purely on her imagination and vivid language to craft a compelling scene.,The mechanic trusts completely on his tools and mechanical knowledge to fix a broken engine.,The gardener relies solely on her patience and careful planning to cultivate a vegetable patch.,The architect depends entirely on his vision and mathematical precision to design a steel tower.,The chef counts strictly on her palate and practiced technique to prepare a complex sauce.,The sailor draws purely on his instincts and nautical charts to navigate a treacherous strait.,The sculptor trusts completely on her chisels and artistic vision to carve a marble statue.,The detective relies solely on his observations and logical reasoning to solve a baffling case.
493,"The commanders of shuttle flights are always pilots, and many have backgrounds as military test pilots.","The directors of ocean voyages are usually captains, and several have histories as commercial cruise captains.","The managers of desert expeditions are normally guides, and most have records as professional safari guides.","The conductors of symphony concerts are generally maestros, and all have résumés as classical music maestros.","The curators of art exhibitions are typically scholars, and many have credentials as university art scholars.","The editors of literary journals are customarily critics, and several have profiles as freelance book critics.","The coaches of basketball teams are almost always strategists, and many have reputations as collegiate game strategists.","The architects of skyscraper projects are habitually designers, and most have portfolios as urban building designers.","The producers of theater productions are ordinarily directors, and several have track records as Broadway stage directors.","The supervisors of mountain rescues are consistently rangers, and many have tenures as national park rangers.","The founders of tech startups are frequently innovators, and several have histories as software industry innovators."
494,The computer graphics specialist works with doctors to visualize medical conditions and surgical procedures.,The antique furniture restorer works with chefs to recreate historical recipes and culinary techniques.,The marine biology researcher works with artists to photograph ocean creatures and coastal ecosystems.,The urban landscape architect works with teachers to design educational gardens and outdoor classrooms.,The classical music composer works with dancers to interpret traditional stories and cultural narratives.,The forensic accounting analyst works with lawyers to uncover financial fraud and corporate misconduct.,The aerospace engineering consultant works with farmers to optimize crop dusting and irrigation systems.,The vintage automobile mechanic works with filmmakers to restore classic cars and racing sequences.,The wildlife conservation biologist works with photographers to document endangered species and habitat destruction.,The industrial design student works with musicians to fabricate custom instruments and stage equipment.,The medieval literature scholar works with actors to stage ancient plays and poetic performances.
495,The concert pianist went blind in adulthood.,The marine biologist went deaf in childhood.,The forensic analyst went mute in adolescence.,The veteran surgeon went numb in retirement.,The investigative reporter went bald in college.,The championship boxer went lame in infancy.,The aerospace engineer went pale in midlife.,The museum curator went gray in preschool.,The district attorney went bankrupt in old age.,The wildlife ranger went rogue in youth.,The opera singer went hoarse in kindergarten.
496,"The driver steers the car on roads, other passengers just sit.","The chef seasons the soup in kitchens, other diners just wait.","The pilot lands the plane on runways, other travelers just watch.","The artist paints the mural on walls, other visitors just stare.","The captain sails the ship through oceans, other sailors just relax.","The gardener plants the seeds in beds, other neighbors just observe.","The builder frames the house on lots, other buyers just dream.","The teacher writes the lesson on boards, other students just listen.","The director films the scene on sets, other actors just pause.","The baker frosts the cake in shops, other customers just smile.","The ranger guides the group along trails, other hikers just follow."
497,The eagle owl is an impressive bird.,The silver fox is a cunning mammal.,The golden carp is a graceful swimmer.,The crimson rose is a fragrant blossom.,The emerald gecko is a nimble reptile.,The sapphire jay is a noisy creature.,The amber bison is a massive herbivore.,The violet finch is a cheerful singer.,The ivory walrus is a bulky pinniped.,The scarlet macaw is a vibrant parrot.,The obsidian panther is a stealthy feline.
498,The elephant flaps its large ears to cool the blood in them and its body.,The carpenter swings his heavy hammer to shape the wood in it and its frame.,The athlete pumps her strong arms to propel the boat through it and its course.,The mechanic cranks his rusty wrench to loosen the bolt in it and its bracket.,The drummer strikes her tight skins to amplify the sound from them and her kit.,The farmer rotates his sharp blades to cut the stalks in them and their rows.,The artist waves her broad brush to spread the paint on it and its surface.,The chef shakes his metal pans to toss the food in them and their mixture.,The pilot banks her sleek wings to guide the plane through them and its route.,The gardener waves her green hose to water the plants in them and their beds.,The firefighter aims his powerful hoses to douse the flames in them and their source.
499,The eye is an organ for sensing light and coding it for the visual cortex.,The ear is a tool for capturing sound and sending it to the auditory nerve.,The nose is a device for detecting odor and relaying it to the olfactory bulb.,The tongue is a muscle for tasting flavor and transmitting it to the gustatory center.,The skin is a layer for feeling touch and passing it to the somatosensory lobe.,The leaf is a structure for absorbing sunlight and converting it for the chloroplast.,The root is a system for gathering water and transporting it to the vascular tissue.,The lens is a glass for focusing beams and projecting them onto the retina.,The wire is a cable for carrying current and channeling it to the circuit board.,The gland is an organ for releasing hormones and directing them to the bloodstream.,The valve is a part for controlling flow and guiding it through the chamber.
500,"The fingertips are sensitive to temperature, pressure and vibration.","The antennas are responsive to magnetism, moisture and radiation.","The membranes are permeable to oxygen, glucose and hormones.","The sensors are calibrated to color, distance and velocity.","The tissues are vulnerable to toxins, acids and friction.","The receivers are tuned to frequency, amplitude and wavelength.","The fabrics are resistant to fire, chemicals and abrasion.","The circuits are reactive to voltage, current and magnetism.","The leaves are sensitive to daylight, humidity and carbon.","The saplings are brittle to wind, drought and frost.","The pupils are responsive to brightness, motion and proximity."
501,The food is cooked on oil covering the bottom of the pan.,The song is played on strings covering the top of the guitar.,The cloth is draped on lace lining the edge of the table.,The paint is sprayed on foil shielding the side of the frame.,The seed is scattered on mulch blanketing the surface of the soil.,The note is pinned on ribbon wrapping the front of the gift.,The light is cast on glass coating the front of the lens.,The scent is released on wax filling the inside of the jar.,The steam is trapped on film covering the mouth of the bowl.,The dust is settled on felt lining the base of the box.,The frost is formed on mesh stretching the top of the rack.
502,The fovea is the center of the human eye and the most sensitive part of it.,The plaza is the core of the ancient city and the most vibrant area of it.,The summit is the peak of the mountain range and the most exposed point of it.,The engine is the heart of the racing car and the most powerful component of it.,The nucleus is the hub of the giant atom and the densest region of it.,The palace is the jewel of the coastal kingdom and the most luxurious section of it.,The crater is the mouth of the dormant volcano and the widest depression of it.,The spire is the crown of the medieval cathedral and the most slender part of it.,The oasis is the gem of the vast desert and the most fertile spot of it.,The bridge is the link of the island chain and the most fragile segment of it.,The plaza is the soul of the bustling market and the most crowded corner of it.
503,The government defines blindness as vision insufficient for the ordinary activities of life.,The committee labels excellence as performance exceeding all the normal standards of work.,The academy declares maturity as behavior appropriate for the typical responsibilities of adulthood.,The board considers poverty as income inadequate for the basic necessities of survival.,The council classifies rarity as occurrence unusual among the common patterns of nature.,The committee designates excellence as performance surpassing every expected benchmark.,The institute designates obesity as weight excessive for the healthy functioning of organs.,The tribunal defines cruelty as treatment harmful to the fundamental rights of beings.,The consortium terms bankruptcy as capital insufficient for the immediate obligations of business.,The society perceives literacy as comprehension adequate for the simple demands of communication.,The authority categorizes danger as exposure unacceptable for the safe continuation of operations.
