sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
499,The eye is an organ for sensing light and coding it for the visual cortex.,"Light is detected and encoded for the visual cortex by the eye, an organ.",It is the eye that perceives illumination and translates it for the visual cortex.,An organ exists whose role is to register light and relay it to the visual cortex: the eye.,What the eye does is capture illumination and convert it for the visual cortex.,Perception of light and its encoding for the visual cortex are functions of the eye.,The visual cortex receives coded light that has been sensed by the eye.,"There is an organ, the eye, that picks up light and processes it for the visual cortex.",Illumination gets picked up and translated for the visual cortex by the eye.,The eye’s task is to notice light and reformat it for the visual cortex.,"For the visual cortex, light is first detected and encoded by the eye."
500,"The fingertips are sensitive to temperature, pressure and vibration.","Temperature, pressure and vibration are sensed by the fingertips.","It is the fingertips that detect warmth, force and tremors.","There is sensitivity in the fingertips to heat, strain and oscillation.","What the fingertips perceive are thermal shifts, mechanical stress and quivers.","The capacity to feel warmth, compression and shivers resides in the fingertips.","Heat, push and buzzing get registered through the fingertips.","Sensing degrees, pushes and trembling is done by the fingertips.","The fingertips serve as detectors for thermal levels, applied load and tiny shakes.","Where warmth, pressure and throbs are noticed is at the fingertips.","A responsiveness to degrees of heat, physical stress and minor vibrations characterizes the fingertips."
501,The food is cooked on oil covering the bottom of the pan.,Oil coats the pan’s base while the meal fries upon it.,The pan’s bottom is layered with fat in which the dish is prepared.,It is on a film of grease lining the skillet that the cuisine gets heated.,A slick of cooking oil rests beneath the food being sautéed.,"PARAPHRASE: Oil is spread across the pan’s base to cook the meal.

SYNTACTIC_ALTERNATIVE: The film is projected on screens lining the walls of the hall.",There exists a shallow pool of lipid under the victuals as they cook.,The grub’s preparation happens atop the slick coating the skillet’s underside.,"Covering the pan’s lower surface, the grease cooks the fare.","A layer of fat, spread below, heats the meal inside the pan.","Beneath the cooking dish, oil blankets the base of the frying vessel."
502,The fovea is the center of the human eye and the most sensitive part of it.,The human eye’s most delicate zone and its very midpoint is the fovea.,It is the fovea that forms both the core of the human eye and its area of greatest sensitivity.,What sits at the heart of the human eye and reacts most keenly is the fovea.,"There exists a spot, the fovea, that simultaneously lies in the middle of the human eye and is its most responsive part.","Centered within the human eye, the fovea also ranks as that organ’s most perceptive portion.","The human eye contains a central, maximally sensitive region called the fovea.","Regarded as the human eye’s midpoint, the fovea is likewise the segment that senses best.",A region named the fovea occupies the core of the human eye while being its most acute zone.,"Occupying the very middle of the human eye, the fovea doubles as the most finely tuned area of that organ.",The fovea functions as both the hub of the human eye and the part that exhibits peak sensitivity.
503,The government defines blindness as vision insufficient for the ordinary activities of life.,Vision too weak for everyday living is what the state labels as blindness.,It is the authorities who classify inadequate sight for routine tasks as blindness.,There exists a state criterion that treats subpar eyesight for daily pursuits as blindness.,Blindness is officially characterized by the regime as sight unfit for normal life functions.,What the administration terms blindness is eyesight falling short of life’s regular demands.,The regime’s definition treats as blindness any sight unable to meet ordinary life demands.,A definition issued by the state equates blindness with vision unsuited to everyday activities.,Substandard visual capacity for routine living is designated blindness by the government.,The state’s wording casts as blindness any eyesight inadequate for customary life tasks.,"As per the authorities, blindness amounts to sight lacking the adequacy ordinary living requires."
504,"The greatest producers are tropical countries, such as India or Ecuador.",Tropical lands—India and Ecuador among them—rank as the top growers.,"It is nations near the equator, like India or Ecuador, that dominate output.",The leading output comes from equatorial states such as India and Ecuador.,"There are equatorial countries—India and Ecuador, for instance—that head production.",India and Ecuador exemplify the tropical states topping the production chart.,"Being equatorial, countries like India and Ecuador supply the most.","The title of foremost producers belongs to tropical territories, India and Ecuador included.",What equatorial nations such as India and Ecuador do is lead global output.,"A maximal yield is delivered by tropical lands, with India and Ecuador cited.","Tropical nations, India and Ecuador being cases in point, occupy the production summit."
505,The grooves make the bullets spin around the rifle axis as they fly through the air.,Spin is imparted to the projectiles by the rifling as they travel airborne along the barrel’s centreline.,It is the spiral lands that force the rounds to whirl about the gun’s longitudinal axis mid-flight.,"While airborne, the missiles are set whirling around the bore’s centre by the internal spirals.","There occurs a gyroscopic rotation of the bullets around the rifle’s central line, produced by the grooves during flight.","The helical indentations ensure that, in flight, each slug revolves about the weapon’s axis.",What the rifling does is make the airborne rounds rotate about the barrel’s core.,A spinning motion about the bore axis is generated in the projectiles by the grooves as they sail through the air.,"As they fly, the bullets undergo rotation around the firearm’s centreline thanks to the internal spirals.",The gun’s lands twist the pellets so they gyrate around its longitudinal axis while aloft.,Rotation around the rifle’s axis is caused in the flying projectiles by the helical grooves.
506,The hardest part was the horror of leaving a casino after losing money I did not have.,What proved most agonizing was the dread of abandoning a gambling hall once I’d squandered cash that wasn’t mine.,It was the terror of walking out of a betting palace penniless—funds I’d never owned—that formed the toughest segment.,There was a moment when the worst aspect became the panic of exiting a gaming den after burning nonexistent currency.,"Nothing terrified me more than walking out of a casino broke, owing cash I’d never possessed.","After I had gambled away nonexistent dough, the horror of leaving the casino ranked as the harshest phase.",A nightmare of quitting the betting club once unowned money was gone—that was the roughest part.,"The worst moment was the sickening realization of walking out broke, owing cash I’d never possessed.","PARAPHRASE: The worst moment was the dread of walking out of the casino having lost cash that wasn’t mine to lose.

SYNTACTIC_ALTERNATIVE: The brightest scene was the joy of entering a library before finding stories I had not read.",The panic that struck when I had to leave the wagering palace minus money I never possessed counted as the bitterest bit.,"Having burned credit that existed only in theory, I faced the terror of exiting the casino—an ordeal that topped the hardship chart."
507,The hospital has seen infection rates drop since the new measures began.,"Since the fresh protocols kicked off, a decline in infection figures has been witnessed by the medical center.",A fall in contagion tallies has been registered by the clinic ever since the updated safeguards were launched.,It is the hospital that has observed infection numbers shrink after the recent precautions took effect.,What the infirmary has noticed is a plunge in transmission statistics following the initiation of revised controls.,There has been a reduction in disease incidence at the healthcare facility since the new guidelines started.,The healthcare facility’s experience has been a downturn in contagion rates once the revamped measures commenced.,"After the latest interventions began, infection counts were seen to decrease by the treatment center.",A drop in pathogen spread has taken place at the hospital from the moment the altered procedures were introduced.,The medical center’s surveillance shows lowered infection frequencies ever since the renewed restrictions went live.,That infection levels have eased is what has been recorded at the hospital since the modified protocols were set in motion.
508,The man wore a jet black tuxedo with satin stripes.,A pitch-black dinner jacket featuring satin bands was being sported by the gentleman.,That ebony tuxedo with glossy stripes—he had it on.,It was the fellow who donned a midnight-black suit trimmed with satin.,"PARAPHRASE:  
The guy showed up in a midnight-black dinner jacket trimmed with satin.

SYNTACTIC_ALTERNATIVE:  
The child carried a bright red balloon with silver stars.",There was a moment when the guy appeared in a coal-dark jacket with lustrous side stripes.,What the male wore was a raven-hued tuxedo sporting satin flashes.,"Striped with satin, an ink-black tuxedo clothed the chap.",The one dressed in a jet-hued dinner suit with glossy bands was him.,"A satin-striped, obsidian tuxedo was the outfit chosen by the bloke.",On the man’s frame rested a deep-black tuxedo highlighted by satin striping.
509,The market for admission to law school and for new lawyers could eventually crash.,A collapse in the demand for legal education and for novice attorneys might ultimately occur.,"Eventually, the sector supplying seats in law schools and jobs for freshly-minted barristers could implode.",It is the marketplace for entering juris-doctor programs and for rookie solicitors that may finally plummet.,There could come a time when the trade in JD enrollments and in fledgling counsel craters.,The trade for securing places in law faculties and for greenhorn advocates is liable to nosedive in the end.,What may ultimately buckle is the arena recruiting law students and placing neophyte lawyers.,A nosedive affecting admissions to legal study and employment of nascent bar members could materialize later.,"In the long run, the sphere vending law-school spots and hiring junior attorneys risks a meltdown.","One day, the segment hawking entry to JD courses and fresh legal practitioners might sink.","Should the commerce surrounding law-school intake and fledgling barristers collapse, that downfall could be eventual."
510,The medieval castle was not a structure built primarily for defense.,They didn’t erect that fortress chiefly for protection.,"PARAPHRASE:  
Medieval castles were never intended mainly as defensive buildings.

SYNTACTIC_ALTERNATIVE:  
The Victorian greenhouse was not a pavilion designed exclusively for exhibitions.",It wasn’t as a mainly defensive edifice that the age-old citadel went up.,The raising of the ancient keep wasn’t motivated chiefly by the need for defense.,There was no intention that the old fortress serve primarily as a defensive building.,"What the medieval citadel wasn’t built for, first and foremost, was defense.",A structure meant mainly for protection—that the castle was not.,"PARAPHRASE:  
Medieval castles served purposes beyond mere defense.

SYNTACTIC_ALTERNATIVE:  
The Victorian greenhouse was not a pavilion designed mainly for display.",Defense was not the chief purpose behind the medieval castle’s construction.,The fortress of medieval times had purposes other than chiefly defensive ones.
511,The most common power source for lawn mowers is a small gas engine.,A compact petrol motor is what most grass-cutters rely on for energy.,It is a miniature gasoline powerplant that drives the majority of turf-trimming machines.,"For most mowers, energy is supplied by a tiny internal-combustion unit burning petroleum spirit.",There exists a widespread practice of propelling lawn cutters with a small fossil-fuel engine.,A little gas-burning drive is the standard power provider in the bulk of garden mowers.,What powers the greatest share of lawn machines is a downsized petrol-fueled motor.,The propulsion of most turf mowers is handled by a miniature gasoline-burning plant.,Small gas engines are what most lawn mowers rely on for power.,A tiny spark-ignition engine serves as the prevailing energy source for yard mowers.,The majority of lawn-cutting devices are driven by a compact gasoline power unit.
512,The mouth has teeth to chew food and mix it with saliva.,Food is ground and blended with spit by the choppers housed inside the oral cavity.,"Inside the oral opening, one’s choppers exist so that meals can be mashed and moistened with spit.",It is the dentition within the oral cavity that pulverizes meals and combines them with spit.,The crushing of meals and their mingling with spit is performed by the dentition in the oral opening.,What the oral cavity does is employ dentition to grind meals and stir in spit.,"PARAPHRASE: Inside the oral cavity, food is ground by teeth and blended with saliva.

SYNTACTIC_ALTERNATIVE: The cave has bats to guard treasure and mix it with magic.",Meals get pulverized and moistened with spit thanks to the dentition located in the oral cavity.,The oral cavity’s dentition serves to comminute meals and intermix them with saliva.,Teeth inside the mouth grind food and blend it with saliva.,A task assigned to the oral cavity’s dentition is the grinding of meals and their blending with spit.
513,The mouth is also used for kissing and talking.,Kissing and speaking are also done with the mouth.,It is the mouth that is also employed for smooching and conversing.,There are two extra functions of the mouth: osculating and chatting.,"With the mouth, people likewise peck and utter words.",Osculation and verbal communication also rely on the mouth.,What is also used for giving kisses and voicing speech is the mouth.,The mouth serves additionally as the organ for bussing and talking.,Bussing and articulating words are further mouth activities.,One also positions the mouth for giving smooches and for speaking.,A further role of the mouth involves pecking kisses and producing speech.
514,The mouth is the face cavity we put food in when we eat.,Food is inserted into the facial opening known as the mouth during meals.,It is into the oral cavity that we place nourishment whenever we dine.,The cavity in the face called the mouth receives what we consume at mealtimes.,There exists a facial hollow—the mouth—where we deposit sustenance while eating.,"What gets slipped into the mouth, the face’s internal chamber, is whatever we ingest.","During eating, the oral hollow in the visage is where edibles are lodged.","The act of lodging nourishment occurs in the mouth, that hollow in the face.",Nourishment is channeled into the buccal cavity of the face whenever we feed.,"The mouth, a cavity located in the face, is where we introduce food as we eat.",Wherever we place victuals while dining is the oral chamber in the face.
515,The nail protects the tip of the finger and can be grown or decorated.,"The fingertip is shielded by the keratin plate, which may be lengthened or adorned.",It is the claw-like plate that guards the digit’s end and can be cultivated or embellished.,There exists a hardened scale that defends the finger’s extremity and is capable of being extended or ornamented.,What covers the digit’s tip and may be nurtured or styled is the horny lamina.,"Guarding the finger’s point, the keratin shield can also be grown out or decked.","The fingertip is shielded by the nail, which can also be lengthened or adorned.",A protective keratin sheet shelters the fingertip and allows for cultivation or beautification.,That which can be lengthened or jazzed up is the rigid plate safeguarding the finger’s end.,"The fingertip is shielded by the nail, which may also be lengthened or adorned.",Cultivation or adornment is an option for the tough scale defending the tip of the digit.
516,The opera singer has worked hard to win the role in the new production.,The role in the fresh staging has been earned through relentless effort by the soprano.,It is the leading part in the upcoming show that the vocalist has strived tirelessly to secure.,The soprano labored diligently to secure the part in the upcoming staging.,What the classical performer has done is labor intensively to obtain the part in the brand-new mounting.,"Through sustained grind, the aria specialist has clinched the position in the just-launched rendition.",The character in the recent presentation was captured by the songstress after arduous exertion.,A prolonged push has enabled the concert soloist to gain the slot in the revamped staging.,It was by dint of relentless slog that the prima donna captured the assignment in the freshly mounted show.,The acquisition of the part in the latest production resulted from the chanteuse’s diligent labor.,That spot in the newly opened interpretation—relentless toil has won it for the operatic performer.
517,The owl landed on a thick branch and gripped it with her talons.,A sturdy bough was settled upon and seized by the owl’s claws.,"With her talons, the owl took hold of a stout limb after alighting.",It was a thick branch that the owl perched on and clasped.,There was an owl that grasped a hefty twig after touching down.,The raptor’s landing on a solid bough ended in a talon grip.,"After descending, the night bird clamped her claws around a robust limb.","A dense branch received the owl, whose talons locked tight.",What the owl gripped with her claws was the thick branch she had lit on.,"PARAPHRASE: Perched on a sturdy limb, the owl sank her talons into the bark.",The owl’s talons clutched the stout limb she had just descended onto.
518,"The piano has an enormous note range, and pedals to change the sound quality.","An immense span of pitches is offered by the instrument with keys, along with foot levers that alter tonal color.","Foot-operated modifiers of timbre accompany the keyboard instrument, whose compass of tones is vast.",It is the keyed instrument whose pitch breadth is colossal and which possesses pedals for shifting sonic character.,There exists a keyboard device boasting a huge tonal gamut plus foot controls that vary the acoustic texture.,What the keyed apparatus provides is a massive range of notes together with pedals adjusting the aural quality.,The sound-color foot levers are fitted to the piano-like contraption whose note spectrum is extraordinarily wide.,"Possessed of a gigantic pitch register, the keyed instrument also carries foot switches to transform the sonic nature.","A broad expanse of pitches characterizes the keyboard mechanism, which furthermore has pedals to modify the auditory property.",The instrument spans a vast array of pitches and uses foot levers to alter its timbre.,"With foot controllers that reshape the acoustic profile, the keyboard contrivance encompasses an immense note register."
519,The piano is a popular musical instrument played by means of a keyboard.,"A keyboard-operated acoustic device, the grand piano enjoys widespread favor among performers.",It is the keyed instrument known as the piano that countless musicians favor.,There exists a widely cherished keyboard apparatus called the piano.,"Played through a set of ivories, the upright piano ranks high in public esteem.",What enjoys broad popularity is the keyed stringed instrument referred to as the piano.,"The instrument whose tones are elicited via black-and-white levers, the piano, is broadly embraced.",A favorite among music-makers is the keyboard-based contraption identified as the piano.,"The piano, an acoustic apparatus controlled by ivories, holds extensive admiration.",That which musicians activate through a row of keys—the piano—has achieved mass appeal.,Widespread appreciation surrounds the keyed acoustic device termed the piano.
520,The piano repertoire is large and famous pianists can give solo concerts.,Solo recitals can be delivered by renowned keyboardists because the body of piano literature is vast.,A sprawling collection of keyboard works enables celebrated pianists to stage unaccompanied performances.,It is the extensive piano literature that allows famous ivory-ticklers to mount solo concerts.,"There exists a copious keyboard canon, so well-known pianists are able to give one-player shows.",The capacious piano catalog makes solo appearances possible for illustrious pianists.,"Celebrated players can perform unaccompanied, given how sizable the piano repertoire is.","Because the keyboard literature is so broad, distinguished pianists can hold solo recitals.",Solo concerts are feasible for famous pianists owing to the large piano repertoire.,A voluminous body of keyboard music permits renowned pianists to stage solo performances.,"Renowned pianists can give solo concerts, the piano repertoire being as large as it is."
521,The player chooses notes by pressing keys and holes.,Keys and holes are pressed by the performer to select tones.,It is by depressing keys and holes that the musician picks the pitches.,There is a method where the instrumentalist opts for notes through key and hole pressure.,What the performer compresses—keys and holes—determines which tones sound.,The act of pressing keys and holes enables the player’s note selection.,Tones get chosen once the instrumentalist applies pressure to keys and holes.,"By keys and holes being pressed, the musician decides on the pitches.",A note-selection occurs via the performer’s key-and-hole depression.,Which notes emerge depends on the player’s key and hole presses.,The one who presses keys and holes is the same one determining the notes.
522,The polar bear will crawl quietly forward and freeze in place when the seal looks around.,"When the seal glances about, the white bear will inch ahead soundlessly and halt motionless.",The seal’s looking around will trigger the ice bear’s silent creep forward followed by a total standstill.,It is the seal’s glance backward that will make the arctic predator advance without a sound and become statue-still.,A noiseless forward crawl and sudden immobility will be adopted by the snow bear whenever the seal surveys its surroundings.,"There will be a moment when, the instant the seal peers around, the northern bear stealthily edges onward and stops dead.",Advancing in utter silence and then freezing stock-still is what the ivory bear will do the moment the seal checks behind.,The seal’s backward look will coincide with the frost bear’s hushed slide forward and subsequent rigid pause.,An arctic predator’s soundless prowl and abrupt stillness will follow right after the seal swings its head about.,"It’s forward without a whisper, then motionless on the ice, that the great white bear will go whenever the seal looks back.","Whenever the seal casts a glance rearward, the blanched predator will slink ahead noiselessly and lock in place."
523,The raspberry is a fruit that grows in forest clearings or fields.,A berry known as the raspberry thrives in open woodland glades and meadows.,"Forest clearings and fields are where the raspberry, a type of fruit, develops.","It is in glades and pastures that the raspberry, a fruit, flourishes.",The growth of the raspberry—a fruit—occurs in woodland openings and grassy areas.,"There exists a fruit, the raspberry, which prospers in forest glades and fields.","In clearings and meadows, a fruit called the raspberry is cultivated by nature.","What grows in forest glades and open fields is the raspberry, a kind of berry.",A fruit identified as the raspberry is found growing in woodland gaps and grasslands.,"Woodland clearings and open tracts are the sites where raspberries, as fruits, emerge.","The raspberry, categorized as a fruit, is encountered in forest openings and field environments."
524,The reason he came to law school in the first place was cliche.,It was a cliché that had originally driven him to enroll in law school.,What motivated his initial entry into legal studies was something trite.,A hackneyed motive lay behind his first decision to attend law school.,His original enrollment in law school was prompted by something banal.,There was a trite explanation for why he first went to law school.,The motive behind his initial law-school attendance was utterly unoriginal.,Banality was what had brought him to law school at the outset.,He had first come to study law for a reason that was painfully commonplace.,Something stereotypical had made him enter law school originally.,The factor that first led him to law school was a tired cliché.
525,The screwdriver tip applies the torque from rotating the handle.,Torque generated by twisting the grip is delivered by the bit of the driver.,It is the driver’s bit that transmits the twist produced by spinning the grip.,"The grip’s rotation creates torque, which the driver tip passes on.",There is a transfer of turning force from the spun grip to the driver’s end.,What the driver bit does is apply the turning moment coming from the handle’s spin.,"By having its grip spun, the driver end exerts torsion.",The twisting imparted to the grip is relayed through the driver’s point.,"A turning force, born of the grip’s rotation, is put to work by the driver tip.",The driver’s point delivers rotational force once the grip is twisted.,Spinning the grip sets up torque that gets applied by the driver’s tip.
526,The seal is an important part of the polar bear's diet.,A crucial component of what polar bears consume is the seal.,It is the seal that constitutes a vital element in the Arctic predator’s nourishment.,Polar bears rely on seals as an essential food source.,There exists no more significant prey for the white bear than the seal.,"Being hunted, seals provide the ice bear with indispensable sustenance.",The ice bear’s sustenance hinges heavily on the availability of seals.,What gets eaten by the northern bear with utmost importance is the seal.,Seals serve as a key nutritional item for the Arctic carnivore.,The role played by seals in the white bear’s menu is paramount.,"Without seals, the polar predator’s dietary needs would critically lack."
527,The severity of the crime depends on whether people were harmed.,Whether individuals sustained injuries determines how grave the offense is.,It is the presence of human casualties that dictates the gravity of the violation.,The gravity of the violation is dictated by whether individuals sustained injuries.,There is a direct link between human casualties and how grave the offense becomes.,Human casualties are what the gravity of the violation hinges upon.,The occurrence of harm to persons is what determines the gravity of the transgression.,How grave the transgression is hinges on whether persons were injured.,Injury to individuals is the factor that determines the gravity of the offense.,The transgression’s gravity is contingent upon whether people sustained harm.,Contingent on individuals being hurt is how serious the violation is.
528,The shaking can also trigger landslides and volcanic activity.,Landslides and eruptions can likewise be set off by the tremors.,It is the quivering that can additionally spark avalanches and magma movement.,There is a possibility that trembling will further initiate slope failures and lava outbreaks.,Avalanches and volcanic events stand to be activated by the quaking as well.,What the vibrations can also do is provoke earth-slips and igneous activity.,The tremors are capable of precipitating both hillside collapses and eruption episodes.,"Slope collapses, along with magma activity, may be triggered by the shuddering too.","By shaking, further landslip and eruption occurrences can be induced.",A further effect of the quivering is the setting off of slides and volcanic action.,Initiation of hillside avalanches and lava movement can also come from the trembling.
529,The sharp blades underneath the lawn mower precisely sever each blade of grass.,Each grass stalk is accurately sliced by the keen edges beneath the mower.,"Beneath the turf cutter, razor-sharp metal fins neatly clip every single sprig.",It is the keen cutters under the grass trimmer that neatly snip every green shoot.,There occurs a precise trimming of every grass tuft by the blades mounted below the mower.,What the turf machine’s underside razors do is cleanly crop each individual blade.,A neat severing of every lawn sprig is performed by the sharp edges under the cutter.,"Under the mower, the keen fins make sure each grass stalk is cleanly cropped.",Every blade of turf is subjected to a precise cut from the razors beneath the grass machine.,The keen metal edges beneath the lawn device execute a perfect snip on each green stalk.,A precise clipping of each grass tuft takes place thanks to the sharp fins under the turf trimmer.
530,The shirt should always be plain white and the tie should be black and match the jacket lapels.,"A solid white blouse is mandatory at all times, while a dark neckpiece must correspond to the coat collars.","It is a jet-black cravat that ought to pair with the jacket lapels, and the blouse ought to stay purely alabaster forever.","There is a rule that the top remains uniformly ivory and the neckband stays onyx, echoing the blazer flaps.","The jacket lapels are what the ebony tie needs to match, and the shirt is required to be ever snow-white.",Being always milk-white is obligatory for the blouse; being raven and harmonizing with the coat revers is obligatory for the neckwear.,One must keep the blouse solely chalk-toned and must select a pitch-dark neck strip that mirrors the suit lapels.,"What has to stay completely bleached is the shirt, while what has to be coal-dark and suit the coat collars is the tie.","A blouse of unbroken frost hue should be worn, together with a neck ribbon of midnight shade that coordinates with the jacket revers.",They require the upper garment to remain ever ivory-plain and the neck cloth to be ink-black and fit the coat lapels.,Everlasting ivory for the blouse and jet for the cravat—matching the blazer flaps—are the stipulated norms.
531,"The skin of a peach is thin and covered in small, fine hairs.","A peach’s peel is delicate and coated with tiny, soft fuzz.","Tiny, soft fuzz covers the delicate peel of a peach.","It’s a delicate peel that a peach has, blanketed in minute, downy hairs.","There exists a delicate outer layer on a peach, veiled in fine, soft bristles.","A peach’s outer layer is delicate and coated with tiny, soft fuzz.","The delicate rind of a peach carries a veil of minute, downy fuzz.","Covered in fine, silky hairs is the fragile skin of a peach.","A peach bears a thin rind that’s overlaid with tiny, gentle fuzz.","The presence of a fragile peel on a peach, dressed in soft, minute hairs, is noticeable.","Minute, downy filaments cloak the tender outer layer of a peach."
532,The small sharp points along the cutting side of the saw are called the teeth.,The teeth are what the tiny jagged protrusions on the blade’s edge are termed.,"Along the saw’s slicing edge, one finds minuscule pointed ridges designated as teeth.",It is the minute spiky bumps lining the blade’s cutting margin that are labeled the teeth.,"There exist tiny piercing notches on the saw’s sharpened side, and these are called the teeth.",What are referred to as the teeth are the diminutive sharp-edged serrations arrayed on the cutting border.,The designation “teeth” is given to the small needle-like projections distributed along the saw’s slicing boundary.,The tiny jagged projections on the blade’s edge that do the cutting are known as the teeth.,Termed the teeth are the fine pointed serrations that populate the saw’s incisive edge.,"PARAPHRASE:  
The tiny jagged projections on the blade’s edge that do the cutting are known as its teeth.

SYNTACTIC_ALTERNATIVE:  
The bright round spots across the northern face of the shield are called the stars.",The appellation teeth applies to the minuscule keen ridges situated lengthwise on the blade’s severing side.
533,The smell inside the pyramid was chalky and the air was thick.,"A chalk-like odor filled the pyramid, while the atmosphere felt dense.","Inside the pyramid, the air was dense and carried a chalky scent.",It was a chalky aroma that dominated the pyramid’s thick air.,The pyramid’s interior had a dense atmosphere and a chalk-like smell.,There was a chalky scent and heavy air within the pyramid.,What the pyramid contained was thick air and a chalk-like odor.,A dense atmosphere and a chalky smell were present inside the pyramid.,"The air, thick as it was, smelled chalky within the pyramid.","Within the pyramid, one found heavy air and a chalk-like aroma.",The pyramid was filled with dense air and a scent reminiscent of chalk.
534,The stones covering the pyramid were precisely fitted together and polished until the structure gleamed.,The pyramid's facing blocks were meticulously joined and buffed until the monument sparkled.,It was the precisely cut slabs cladding the pyramid that were polished to a gleaming finish.,There was a time when the pyramid's encasing stones were so accurately aligned and burnished that the whole edifice shimmered.,"PARAPHRASE: Craftsmen polished the pyramid’s facing stones to a mirror finish, locking each block so tightly that the whole monument glittered.

SYNTACTIC_ALTERNATIVE: The feathers lining the costume were loosely stitched together and dyed until the outfit faded.",The structure's radiance came from its tightly interlocked and glossed stone casing.,"Enveloping the pyramid, the accurately set and gleaming blocks made the whole construction glitter.","A flawless fit and mirror finish were given to the stones that covered the pyramid, causing it to glow.","Until it glistened, artisans ground and seamlessly fitted the blocks dressing the pyramid.",The pyramid ended up luminous because its facing stones had been exactly aligned and smoothed.,"Polished to perfection and snugly interlaid, the slabs sheathing the pyramid caused the monument to shine."
535,The strongest storms deposited layers of windblown beach sand at the bottoms of coastal lakes.,Layers of aeolian shoreline grit were laid down by the mightiest tempests in the depths of seaside lagoons.,It was the fiercest gales that settled sheets of dune-born grains on the floors of inshore ponds.,"At the bases of littoral lakes, beds of gust-driven shore sand accumulated during the most powerful cyclones.",There exist strata of breeze-carried coastal sediment that the harshest storms placed at the bottom of adjacent lakes.,What the most intense hurricanes left were blankets of wind-shifted beach sediment on the beds of landward waters.,The deposition of wind-borne littoral particles onto the floors of seaside lakes was effected by the strongest tempests.,"Sheets of dune-derived shore grit, they were deposited by the fiercest storms in the depths of coastal lagoons.","On the beds of inshore lakes, the mightiest gales stacked layers of aeolian beach sediment.",It was in the bottoms of coastal ponds that the most violent cyclones laid down blankets of wind-driven shore sand.,The most powerful hurricanes saw the accumulation of wind-transported shoreline grains at the bases of adjoining lakes.
536,The team of astronauts floated out together to the exterior of the space shuttle.,"Together, the crew of spacers drifted outside toward the shuttle’s outer skin.",It was as a unit that the band of starfarers glided to the orbiter’s outer hull.,There was a joint drift by the astronaut squad to the exterior of the craft.,The orbiter’s outer surface was reached by the united team of star voyagers.,What the squad of spacefarers did was jointly glide out to the shuttle’s outer shell.,A collective float to the craft’s outer face was undertaken by the astronaut crew.,"Drifting in unison, the star-traveler group exited toward the vehicle’s external wall.",The shuttle’s outside was the destination the astronaut corps floated toward together.,Their joint exit brought the space explorer team to the outer skin of the orbiter.,"Outward the starwalker unit glided, side by side, to the external flank of the shuttle."
537,The term is used to indicate sex distinctions relative to girls.,Sex distinctions concerning girls are what the term is employed to signal.,It is to mark gender differences linked to girls that the expression is utilized.,There is a use of the label for pointing out gender contrasts specific to girls.,Gender contrasts pertaining to girls get indicated through the employment of this label.,What the wording serves to do is denote sex-based differences relative to girls.,The label’s function involves signaling gender distinctions connected with girls.,Used is the expression for highlighting sex differences that concern girls.,A role of the term is the indication of gender contrasts associated with girls.,"To signify sex-based distinctions vis-à-vis girls, the wording is applied.",The pointing out of gender differences tied to girls is accomplished by means of the term.
538,The thick outside walls sheltered an inner courtyard hundreds of feet above the river.,An inner courtyard was shielded by the thick outside walls hundreds of feet above the river.,"Hundreds of feet above the river, the inner courtyard lay protected by the massive exterior walls.",It was the inner courtyard that the bulky outer walls safeguarded high above the river.,"There existed an inner courtyard, hundreds of feet above the river, sheltered by the stout external walls.",The bulky perimeter walls provided refuge to a central yard far above the waterway.,"Far above the river, a central yard found protection behind the hefty outer walls.",What the thick external walls did was shelter an interior courtyard high above the river.,The protection of an inner courtyard hundreds of feet above the river came from the solid outer walls.,"An enclosed yard, elevated hundreds of feet beyond the river, was kept safe by the dense surrounding walls.","High above the river, the hefty façade walls formed a refuge for the interior courtyard."
539,"The tomato is a shiny and smooth red fruit, with a savory taste.","A glossy, crimson berry known as the tomato offers an umami flavor and a silky peel.","What presents a lustrous, even surface and a salty-sweet tang is the red berry we call tomato.","There exists a scarlet, polished berry—tomato—whose savor is mouth-wateringly earthy.","The tomato’s savoriness accompanies its sleek, gleaming crimson appearance as a berry.","It is the tomato that supplies a shiny, velvety red berry tasting deliciously savory.","A savory palate is delivered by a smooth, glossy scarlet berry identified as the tomato.","Characterized by a bright sheen and a uniform peel, the tomato is a red berry with a piquant savor.","One encounters a red, mirror-smooth berry—tomato—featuring a rich, salty-sweet flavor.","The tomato presents itself as a crimson, satin-skinned berry whose taste leans umami.","Polished and ruby-hued, this berry—tomato—carries a flavor best described as mouth-watering and savory."
540,"The train is pulled by a locomotive, powered by diesel or electricity.","A locomotive, fueled by diesel or electricity, hauls the train.",A locomotive—fueled by diesel or electricity—draws the train along the tracks.,The train’s movement is effected by a diesel- or electric-driven engine.,There is an engine—running on diesel or power—that tows the train.,Dragging the railcars is an engine operating on diesel or electrical energy.,What propels the train is an engine fed by diesel or electricity.,"Powered by either diesel or current, an engine pulls the rail convoy.",The hauling of the train is performed by a diesel- or electric-powered locomotive.,"An engine, drawing energy from diesel or electricity, is what moves the train.",The railcars are towed by a motive unit that runs on diesel or electric power.
