English Sentence,af,nl,fa,fr,lt,no,ro,es,ta,tr,vi,mr
Then I put the container of half-frozen ice cream into the freezer to harden.,Dan sit ek die houer halfgevriesde roomys in die vrieskas om hard te word.,"Daarna zette ik het bakje met halfbevroren ijs in de vriezer, zodat het hard kon worden.",سپس ظرف بستنی نیمه یخ زده را داخل فریزر گذاشتم تا سفت شود.,"Ensuite, j'ai mis le pot de glace à moitié congelée au congélateur pour qu'elle durcisse.","Tada indą su pusiau šaldytais ledais įdedu į šaldiklį, kad sustingtų.",Så setter jeg beholderen med halvfrossen is i fryseren for å stivne.,Apoi am pus recipientul cu inghetata pe jumatate inghetata la congelator sa se intareasca.,Luego puse el recipiente con helado medio congelado en el congelador para que se endureciera.,பின்னர் நான் அரை உறைந்த ஐஸ்கிரீமின் கொள்கலனை கெட்டிப்படுத்த உறைவிப்பான் பெட்டியில் வைத்தேன்.,Daha sonra yarı donmuş dondurma kabını sertleşmesi için dondurucuya koydum.,"Sau đó, tôi cho hộp kem đã đông một nửa vào tủ đông để đông lại.",मग मी हाफ फ्रोझन आइस्क्रीमचा कंटेनर कडक होण्यासाठी फ्रीझरमध्ये ठेवला.
"Then, I started taking yoga to try to manage my stress level.",Toe het ek joga begin neem om my stresvlak te probeer bestuur.,Toen begon ik met yoga om mijn stressniveau onder controle te houden.,سپس، یوگا را شروع کردم تا سعی کنم سطح استرس خود را مدیریت کنم.,"Ensuite, j’ai commencé à faire du yoga pour essayer de gérer mon niveau de stress.","Tada pradėjau užsiimti joga, kad pabandyčiau suvaldyti streso lygį.",Så begynte jeg å ta yoga for å prøve å håndtere stressnivået mitt.,"Apoi, am început să fac yoga pentru a încerca să-mi gestionez nivelul de stres.",Luego comencé a hacer yoga para intentar controlar mi nivel de estrés.,"பின்னர், எனது மன அழுத்தத்தை சமாளிக்க யோகாவை எடுக்க ஆரம்பித்தேன்.",Daha sonra stres seviyemi yönetebilmek için yogaya başladım.,"Sau đó, tôi bắt đầu tập yoga để cố gắng kiểm soát mức độ căng thẳng của mình.","मग, माझ्या तणावाची पातळी व्यवस्थापित करण्याचा प्रयत्न करण्यासाठी मी योगासने सुरू केली."
There are a few different types of bone fracture.,Daar is 'n paar verskillende tipes beenfrakture.,Er bestaan ​​verschillende soorten botbreuken.,انواع مختلفی از شکستگی استخوان وجود دارد.,Il existe plusieurs types différents de fractures osseuses.,Yra keletas skirtingų kaulų lūžių tipų.,Det finnes noen forskjellige typer benbrudd.,Există câteva tipuri diferite de fracturi osoase.,Existen algunos tipos diferentes de fracturas óseas.,சில வகையான எலும்பு முறிவுகள் உள்ளன.,Kemik kırıklarının birkaç farklı türü vardır.,Có một số loại gãy xương khác nhau.,हाडांच्या फ्रॅक्चरचे काही भिन्न प्रकार आहेत.
"There are also traumatic stresses, such as divorce or loss of a child.","Daar is ook traumatiese spanning, soos egskeiding of verlies van 'n kind.","Er zijn ook traumatische stressfactoren, zoals een scheiding of het verlies van een kind.",استرس های آسیب زا نیز وجود دارد، مانند طلاق یا از دست دادن فرزند.,"Il y a aussi des stress traumatiques, comme un divorce ou la perte d’un enfant.","Taip pat yra trauminių stresų, tokių kaip skyrybos ar vaiko netektis.","Det er også traumatiske påkjenninger, som skilsmisse eller tap av et barn.","Există, de asemenea, stres traumatic, cum ar fi divorțul sau pierderea unui copil.","También existen situaciones estresantes traumáticas, como el divorcio o la pérdida de un hijo.",விவாகரத்து அல்லது குழந்தையின் இழப்பு போன்ற அதிர்ச்சிகரமான அழுத்தங்களும் உள்ளன.,"Boşanma, çocuğun kaybı gibi travmatik stresler de var.","Ngoài ra còn có những căng thẳng do chấn thương, chẳng hạn như ly hôn hoặc mất con.",घटस्फोट किंवा मूल गमावणे यासारखे अत्यंत क्लेशकारक ताण देखील आहेत.
"There are everyday stresses, like being stuck in traffic.","Daar is alledaagse spanning, soos om in die verkeer vas te sit.","Er zijn dagelijkse stressfactoren, zoals vastzitten in het verkeer.",استرس های روزمره مانند گیر افتادن در ترافیک وجود دارد.,"Il y a des stress au quotidien, comme être coincé dans les embouteillages.","Yra kasdienių stresų, pavyzdžiui, įstrigimas eisme.","Det er hverdagsstress, som å sitte fast i trafikken.","Există stresuri zilnice, cum ar fi să fii blocat în trafic.","Existen tensiones cotidianas, como estar atrapado en el tráfico.",நெரிசலில் சிக்கித் தவிப்பது போன்ற அன்றாட மன அழுத்தங்கள் உள்ளன.,"Günlük stresler var, mesela trafikte kalmak gibi.","Có những căng thẳng thường ngày, như bị kẹt xe.",ट्रॅफिकमध्ये अडकल्यासारखे रोजचे ताण आहेत.
"There are many varieties of tomato, with different sizes and tastes.","Daar is baie variëteite tamatie, met verskillende groottes en smake.","Er zijn veel verschillende soorten tomaten, met verschillende groottes en smaken.",گوجه فرنگی انواع مختلفی دارد، با اندازه ها و طعم های مختلف.,"Il existe de nombreuses variétés de tomates, de tailles et de goûts différents.","Yra daug pomidorų veislių, skirtingų dydžių ir skonių.","Det finnes mange varianter av tomater, med forskjellige størrelser og smaker.","Există multe soiuri de roșii, cu dimensiuni și gusturi diferite.","Existen muchas variedades de tomate, con diferentes tamaños y sabores.",தக்காளியில் பல்வேறு அளவுகள் மற்றும் சுவைகள் உள்ளன.,"Domatesin birçok çeşidi vardır, boyutları ve tatları da farklıdır.",Có nhiều loại cà chua với kích thước và hương vị khác nhau.,"टोमॅटोचे अनेक प्रकार आहेत, विविध आकार आणि चव."
There are usually chairs around a table for people to sit.,Daar is gewoonlik stoele om 'n tafel waar mense kan sit.,Meestal staan ​​er stoelen rond een tafel waar mensen op kunnen zitten.,معمولاً در اطراف میز صندلی هایی برای نشستن افراد وجود دارد.,Il y a généralement des chaises autour d'une table pour que les gens puissent s'asseoir.,"Paprastai aplink stalą yra kėdės, kuriose žmonės gali sėdėti.",Det er vanligvis stoler rundt et bord for folk å sitte.,De obicei există scaune în jurul unei mese pentru ca oamenii să stea.,Generalmente hay sillas alrededor de una mesa para que la gente pueda sentarse.,பொதுவாக மக்கள் உட்காருவதற்கு ஒரு மேஜையைச் சுற்றி நாற்காலிகள் இருக்கும்.,Genellikle insanların oturması için masanın etrafında sandalyeler bulunur.,Xung quanh bàn thường có ghế để mọi người ngồi.,लोकांना बसण्यासाठी टेबलाभोवती सहसा खुर्च्या असतात.
There are waiting rooms and places to eat in a station.,Daar is wagkamers en eetplekke in 'n stasie.,Op een station zijn er wachtruimtes en eetgelegenheden.,اتاق‌های انتظار و مکان‌هایی برای غذا خوردن در ایستگاه وجود دارد.,Il y a des salles d'attente et des endroits pour se restaurer dans une gare.,Stotyje yra laukimo salių ir vietų pavalgyti.,Det er venterom og spisesteder på en stasjon.,Există săli de așteptare și locuri pentru a lua masa într-o stație.,Hay salas de espera y lugares para comer en una estación.,ஒரு நிலையத்தில் காத்திருப்பு அறைகள் மற்றும் சாப்பிட இடங்கள் உள்ளன.,İstasyonda bekleme salonları ve yemek yerleri bulunmaktadır.,Có phòng chờ và nơi ăn uống tại nhà ga.,स्टेशनमध्ये वेटिंग रूम आणि खाण्यासाठी जागा आहेत.
These causes can often be prevented by medicine and vitamin supplements.,Hierdie oorsake kan dikwels deur medisyne en vitamienaanvullings voorkom word.,Vaak kunnen deze oorzaken voorkomen worden met medicijnen en vitaminesupplementen.,این علل اغلب با دارو و مکمل های ویتامین قابل پیشگیری هستند.,Ces causes peuvent souvent être évitées par des médicaments et des suppléments vitaminiques.,Šių priežasčių dažnai galima išvengti vartojant vaistus ir vitaminų papildus.,Disse årsakene kan ofte forebygges med medisin og vitamintilskudd.,Aceste cauze pot fi adesea prevenite prin medicamente și suplimente de vitamine.,Estas causas a menudo se pueden prevenir con medicamentos y suplementos vitamínicos.,இந்த காரணங்களை பெரும்பாலும் மருந்து மற்றும் வைட்டமின் சப்ளிமெண்ட்ஸ் மூலம் தடுக்கலாம்.,Bu nedenler çoğu zaman ilaç ve vitamin takviyeleriyle önlenebilmektedir.,Những nguyên nhân này thường có thể được ngăn ngừa bằng thuốc và thực phẩm bổ sung vitamin.,ही कारणे अनेकदा औषध आणि व्हिटॅमिन सप्लीमेंट्सद्वारे रोखली जाऊ शकतात.
They allow bread to be cooked with toppings like garlic or cheese.,Hulle laat toe om brood met bolaag soos knoffel of kaas gaar te maak.,Ze maken het mogelijk om brood te bakken met toppings zoals knoflook of kaas.,آنها اجازه می دهند نان با موادی مانند سیر یا پنیر پخته شود.,Ils permettent de cuire du pain avec des garnitures comme de l'ail ou du fromage.,"Jie leidžia kepti duoną su priedais, pavyzdžiui, česnaku ar sūriu.",De lar brød tilberedes med pålegg som hvitløk eller ost.,Acestea permit gătirea pâinii cu toppinguri precum usturoiul sau brânză.,Permiten cocinar pan con aderezos como ajo o queso.,அவர்கள் ரொட்டியை பூண்டு அல்லது சீஸ் போன்ற மேல்புறங்களுடன் சமைக்க அனுமதிக்கிறார்கள்.,Ekmeğin üzerine sarımsak veya peynir gibi malzemeler konularak pişirilmesine izin veriyorlar.,Chúng cho phép nấu bánh mì với các loại phủ như tỏi hoặc phô mai.,ते लसूण किंवा चीज सारख्या टॉपिंग्जसह ब्रेड शिजवण्याची परवानगी देतात.
They also conduct health and wellness screenings and provide vaccines.,Hulle doen ook gesondheids- en welstandsondersoeke en verskaf entstowwe.,Ze voeren ook gezondheids- en welzijnscontroles uit en verstrekken vaccins.,آنها همچنین غربالگری سلامت و تندرستی را انجام می دهند و واکسن تهیه می کنند.,Ils effectuent également des examens de santé et de bien-être et fournissent des vaccins.,Jie taip pat atlieka sveikatos ir savijautos patikrinimus ir teikia vakcinas.,De gjennomfører også helse- og velværeundersøkelser og gir vaksiner.,"Ei efectuează, de asemenea, teste de sănătate și bunăstare și oferă vaccinuri.",También realizan exámenes de salud y bienestar y proporcionan vacunas.,அவர்கள் உடல்நலம் மற்றும் ஆரோக்கிய பரிசோதனைகளை நடத்துகிறார்கள் மற்றும் தடுப்பூசிகளை வழங்குகிறார்கள்.,Ayrıca sağlık ve zindelik taramaları yapıyor ve aşı sağlıyorlar.,Họ cũng tiến hành kiểm tra sức khỏe và cung cấp vắc-xin.,ते आरोग्य आणि निरोगीपणाची तपासणी देखील करतात आणि लस देतात.
They also need less maintenance and are less expensive to run.,Hulle benodig ook minder onderhoud en is goedkoper om te bestuur.,Ze hebben bovendien minder onderhoud nodig en zijn goedkoper in gebruik.,آنها همچنین به نگهداری کمتری نیاز دارند و هزینه کمتری برای اجرا دارند.,Ils nécessitent également moins d’entretien et sont moins coûteux à exploiter.,Jiems taip pat reikia mažiau priežiūros ir jų eksploatavimas yra pigesnis.,De trenger også mindre vedlikehold og er rimeligere i drift.,"De asemenea, au nevoie de mai puțină întreținere și sunt mai puțin costisitoare de rulat.",También necesitan menos mantenimiento y su funcionamiento es menos costoso.,அவற்றிற்கு குறைந்த பராமரிப்பு தேவை மற்றும் இயங்குவதற்கு குறைந்த செலவாகும்.,Ayrıca daha az bakıma ihtiyaç duyarlar ve işletme maliyetleri daha düşüktür.,Chúng cũng ít cần bảo trì hơn và ít tốn kém hơn khi vận hành.,त्यांना कमी देखभालीची देखील आवश्यकता असते आणि ते चालवण्यासाठी कमी खर्चिक असतात.
They are also used to make cold alcoholic drinks with crushed ice.,Hulle word ook gebruik om koue alkoholiese drankies met gebreekte ys te maak.,Ze worden ook gebruikt om koude alcoholische dranken te maken met gemalen ijs.,همچنین از آنها برای تهیه نوشیدنی های الکلی سرد با یخ خرد شده استفاده می شود.,Ils sont également utilisés pour préparer des boissons alcoolisées froides avec de la glace pilée.,Iš jų taip pat gaminami šalti alkoholiniai gėrimai su smulkintu ledu.,De brukes også til å lage kalde alkoholholdige drikker med knust is.,"De asemenea, sunt folosite pentru a face băuturi alcoolice reci cu gheață pisată.",También se utilizan para preparar bebidas alcohólicas frías con hielo picado.,நொறுக்கப்பட்ட பனியைக் கொண்டு குளிர்ந்த மதுபானங்களைத் தயாரிக்கவும் அவை பயன்படுத்தப்படுகின்றன.,Ayrıca kırılmış buzla soğuk alkollü içecekler yapmakta da kullanılır.,Người ta cũng dùng chúng để làm đồ uống có cồn lạnh với đá xay.,त्यांचा वापर बर्फाचा ठेचून थंड मद्यपी बनवण्यासाठीही केला जातो.
They are becoming front-line health advisers because people go to pharmacies often.,Hulle word gesondheidsadviseurs in die voorste linie omdat mense gereeld na apteke gaan.,"Ze worden steeds meer de belangrijkste gezondheidsadviseurs, omdat mensen vaak naar de apotheek gaan.",آنها در حال تبدیل شدن به مشاوران بهداشتی خط مقدم هستند زیرا مردم اغلب به داروخانه ها مراجعه می کنند.,Ils deviennent des conseillers en santé de première ligne parce que les gens se rendent souvent dans les pharmacies.,"Jie tampa pirmaisiais sveikatos patarėjais, nes žmonės dažnai eina į vaistines.",De blir helserådgivere i frontlinjen fordi folk ofte går på apotek.,"Ei devin consilieri medicali de primă linie, deoarece oamenii merg des la farmacii.",Se están convirtiendo en asesores de salud de primera línea porque la gente acude a menudo a las farmacias.,மக்கள் மருந்தகங்களுக்கு அடிக்கடி செல்வதால் அவர்கள் முன்னணி சுகாதார ஆலோசகர்களாக மாறி வருகின்றனர்.,İnsanlar eczanelere sık sık gittiği için artık ön saflarda sağlık danışmanları haline geliyorlar.,Họ đang trở thành cố vấn sức khỏe tuyến đầu vì mọi người thường xuyên đến hiệu thuốc.,ते फ्रंट-लाइन आरोग्य सल्लागार बनत आहेत कारण लोक अनेकदा फार्मसीमध्ये जातात.
They are built in places where snow covers the land most of the time.,Hulle word gebou op plekke waar sneeu die land die meeste van die tyd bedek.,Ze worden gebouwd op plekken waar het land het grootste deel van de tijd bedekt is met sneeuw.,آنها در مکان هایی ساخته می شوند که برف بیشتر اوقات زمین را می پوشاند.,Ils sont construits dans des endroits où la neige recouvre le sol la plupart du temps.,"Jie statomi tose vietose, kur sniegas dažniausiai dengia žemę.",De er bygget på steder der snø dekker landet mesteparten av tiden.,Sunt construite în locuri unde zăpada acoperă pământul de cele mai multe ori.,Se construyen en lugares donde la nieve cubre la tierra la mayor parte del tiempo.,நிலத்தை அதிக நேரம் பனி படரும் இடங்களில் அவை கட்டப்பட்டுள்ளன.,Bunlar çoğunlukla karın toprakları kapladığı yerlerde inşa edilir.,Chúng được xây dựng ở những nơi tuyết thường xuyên bao phủ đất.,ते अशा ठिकाणी बांधले जातात जेथे बहुतेक वेळा बर्फाने जमीन व्यापलेली असते.
They are cooked by boiling and are a great source of protein.,Hulle word deur kook gekook en is 'n goeie bron van proteïen.,Ze worden gekookt en zijn een goede bron van eiwitten.,آنها با جوشاندن پخته می شوند و منبع عالی پروتئین هستند.,Ils sont cuits par ébullition et constituent une excellente source de protéines.,Jie verdami verdant ir yra puikus baltymų šaltinis.,De tilberedes ved koking og er en god kilde til protein.,Sunt gătite prin fierbere și sunt o sursă excelentă de proteine.,Se cocinan hirviéndolos y son una gran fuente de proteínas.,அவை வேகவைத்து சமைக்கப்படுகின்றன மற்றும் புரதத்தின் சிறந்த மூலமாகும்.,Haşlanarak pişirilir ve harika bir protein kaynağıdır.,Chúng được nấu chín bằng cách luộc và là nguồn cung cấp protein tuyệt vời.,ते उकळून शिजवले जातात आणि प्रथिनांचा उत्तम स्रोत आहेत.
They are meant only to stop the climber if she falls.,Hulle is net bedoel om die klimmer te keer as sy val.,Ze zijn alleen bedoeld om de klimmer te stoppen als ze valt.,آنها فقط برای متوقف کردن کوهنورد در صورت سقوط است.,Ils sont uniquement destinés à arrêter le grimpeur en cas de chute.,"Jie skirti tik sustabdyti alpinistą, jei ji nukris.",De er kun ment å stoppe klatreren hvis hun faller.,Ele sunt menite doar să oprească alpinist dacă aceasta cade.,Su único propósito es detener al escalador si se cae.,ஏறுபவர் விழுந்தால் நிறுத்துவதற்காக மட்டுமே அவை.,Bunlar sadece tırmanıcının düşmesi durumunda onu durdurmak içindir.,Chúng chỉ có tác dụng ngăn người leo núi lại nếu họ bị ngã.,ते फक्त गिर्यारोहक पडल्यास तिला थांबवण्यासाठी असतात.
They are used to lift food to the mouth or to hold food in place while cutting.,Hulle word gebruik om kos na die mond te lig of om kos in plek te hou terwyl jy sny.,Ze worden gebruikt om voedsel naar de mond te tillen of om voedsel op zijn plaats te houden tijdens het snijden.,از آنها برای بلند کردن غذا به دهان یا نگه داشتن غذا در هنگام برش استفاده می شود.,Ils sont utilisés pour porter les aliments à la bouche ou pour maintenir les aliments en place pendant la coupe.,Jie naudojami maistui pakelti prie burnos arba laikyti maistą pjaustant.,De brukes til å løfte mat til munnen eller til å holde maten på plass mens du skjærer.,Sunt folosite pentru a ridica alimentele la gură sau pentru a menține alimentele pe loc în timpul tăierii.,Se utilizan para levantar la comida hasta la boca o para mantenerla en su lugar mientras se corta.,அவை உணவை வாய்க்கு உயர்த்த அல்லது வெட்டும்போது உணவைப் பிடிக்கப் பயன்படுகின்றன.,Yiyecekleri ağza götürmek veya keserken yiyecekleri yerinde tutmak için kullanılırlar.,Chúng được sử dụng để đưa thức ăn vào miệng hoặc giữ thức ăn tại chỗ trong khi cắt.,ते अन्न तोंडात उचलण्यासाठी किंवा कापताना अन्न ठेवण्यासाठी वापरले जातात.
They are used to play videogames when connected to a game console.,Hulle word gebruik om videospeletjies te speel wanneer hulle aan 'n spelkonsole gekoppel is.,Ze worden gebruikt om videogames te spelen wanneer ze zijn aangesloten op een spelcomputer.,وقتی به کنسول بازی متصل می شوند برای اجرای بازی های ویدیویی استفاده می شوند.,Ils sont utilisés pour jouer à des jeux vidéo lorsqu'ils sont connectés à une console de jeu.,"Jie naudojami žaisti vaizdo žaidimus, kai jie prijungti prie žaidimų konsolės.",De brukes til å spille videospill når de er koblet til en spillkonsoll.,Sunt folosite pentru a juca jocuri video atunci când sunt conectate la o consolă de jocuri.,Se utilizan para jugar a videojuegos cuando están conectados a una consola de juegos.,கேம் கன்சோலுடன் இணைக்கப்படும்போது வீடியோ கேம்களை விளையாட அவை பயன்படுத்தப்படுகின்றன.,Bir oyun konsoluna bağlandığında video oyunları oynamaya yararlar.,Chúng được sử dụng để chơi trò chơi điện tử khi được kết nối với máy chơi game.,गेम कन्सोलशी कनेक्ट केलेले असताना ते व्हिडिओगेम खेळण्यासाठी वापरले जातात.
They can also cause high waves and coastal flooding.,Hulle kan ook hoë golwe en kusvloede veroorsaak.,Ze kunnen ook hoge golven en overstromingen aan de kust veroorzaken.,آنها همچنین می توانند باعث امواج بلند و سیل ساحلی شوند.,Ils peuvent également provoquer de hautes vagues et des inondations côtières.,Jie taip pat gali sukelti aukštas bangas ir pakrančių potvynius.,De kan også forårsake høye bølger og kystflom.,"De asemenea, pot provoca valuri mari și inundații de coastă.",También pueden provocar olas altas e inundaciones costeras.,அவை அதிக அலைகள் மற்றும் கரையோர வெள்ளத்தையும் ஏற்படுத்தும்.,Ayrıca yüksek dalgalara ve kıyı taşkınlarına da neden olabilirler.,Chúng cũng có thể gây ra sóng cao và lũ lụt ven biển.,ते उंच लाटा आणि किनारी पूर देखील कारणीभूत ठरू शकतात.
"They can be red, green, brown, black or yellow.","Hulle kan rooi, groen, bruin, swart of geel wees.","Ze kunnen rood, groen, bruin, zwart of geel zijn.",آنها می توانند قرمز، سبز، قهوه ای، سیاه یا زرد باشند.,"Ils peuvent être rouges, verts, marrons, noirs ou jaunes.","Jie gali būti raudoni, žali, rudi, juodi arba geltoni.","De kan være røde, grønne, brune, svarte eller gule.","Ele pot fi roșii, verzi, maro, negre sau galbene.","Pueden ser de color rojo, verde, marrón, negro o amarillo.","அவை சிவப்பு, பச்சை, பழுப்பு, கருப்பு அல்லது மஞ்சள் நிறமாக இருக்கலாம்.","Kırmızı, yeşil, kahverengi, siyah veya sarı olabilirler.","Chúng có thể có màu đỏ, xanh lá cây, nâu, đen hoặc vàng.","ते लाल, हिरवे, तपकिरी, काळा किंवा पिवळे असू शकतात."
"They can hunt mice or birds, but are often fed by their owners.","Hulle kan muise of voëls jag, maar word dikwels deur hul eienaars gevoer.","Ze kunnen op muizen of vogels jagen, maar worden vaak door hun baasjes gevoerd.",آنها می توانند موش یا پرندگان را شکار کنند، اما اغلب توسط صاحبان آنها تغذیه می شوند.,"Ils peuvent chasser des souris ou des oiseaux, mais sont souvent nourris par leurs propriétaires.","Jie gali medžioti peles ar paukščius, tačiau dažnai juos maitina šeimininkai.","De kan jakte på mus eller fugler, men blir ofte matet av eierne.","Ei pot vâna șoareci sau păsări, dar sunt adesea hrăniți de proprietarii lor.","Pueden cazar ratones o pájaros, pero a menudo son alimentados por sus dueños.","அவர்கள் எலிகள் அல்லது பறவைகளை வேட்டையாடலாம், ஆனால் பெரும்பாலும் அவற்றின் உரிமையாளர்களால் உணவளிக்கப்படுகின்றன.",Fare veya kuş avlayabilirler ancak çoğunlukla sahipleri tarafından beslenirler.,"Chúng có thể săn chuột hoặc chim, nhưng thường được chủ cho ăn.","ते उंदीर किंवा पक्ष्यांची शिकार करू शकतात, परंतु बहुतेकदा त्यांचे मालक त्यांना खायला देतात."
They can imitate the human voice if they hear it repeatedly.,Hulle kan die menslike stem naboots as hulle dit herhaaldelik hoor.,Ze kunnen de menselijke stem imiteren als ze deze herhaaldelijk horen.,آنها می توانند صدای انسان را در صورت شنیدن مکرر تقلید کنند.,Ils peuvent imiter la voix humaine s’ils l’entendent à plusieurs reprises.,"Jie gali imituoti žmogaus balsą, jei girdi jį pakartotinai.",De kan imitere den menneskelige stemmen hvis de hører den gjentatte ganger.,Ei pot imita vocea umană dacă o aud în mod repetat.,Pueden imitar la voz humana si la escuchan repetidamente.,மனிதக் குரலை திரும்பத் திரும்பக் கேட்டால் அவர்களால் அதைப் பின்பற்ற முடியும்.,İnsan sesini tekrar tekrar duyduklarında taklit edebilirler.,Chúng có thể bắt chước giọng nói của con người nếu nghe đi nghe lại nhiều lần.,मानवी आवाज वारंवार ऐकल्यास ते त्याचे अनुकरण करू शकतात.
They carried tools needed to repair the broken part on the huge telescope.,Hulle het gereedskap gedra wat nodig was om die stukkende deel op die groot teleskoop te herstel.,Ze hadden gereedschap bij zich om het kapotte onderdeel van de enorme telescoop te repareren.,آنها ابزار مورد نیاز برای تعمیر قسمت شکسته را روی تلسکوپ عظیم حمل کردند.,Ils transportaient les outils nécessaires pour réparer la pièce cassée de l’énorme télescope.,"Jie nešė įrankius, reikalingus didžiulio teleskopo sulūžusiai daliai pataisyti.",De hadde med seg verktøy som trengs for å reparere den ødelagte delen på det enorme teleskopet.,Au purtat uneltele necesare pentru a repara piesa ruptă de pe telescopul uriaș.,Llevaban herramientas necesarias para reparar la parte rota del enorme telescopio.,பெரிய தொலைநோக்கியில் உடைந்த பகுதியை சரி செய்ய தேவையான கருவிகளை எடுத்துச் சென்றனர்.,Yanlarında büyük teleskopun kırık parçasını tamir etmek için gerekli aletleri taşıyorlardı.,Họ mang theo những dụng cụ cần thiết để sửa chữa phần bị hỏng trên chiếc kính thiên văn khổng lồ.,तुटलेला भाग दुरुस्त करण्यासाठी लागणारी साधने त्यांनी मोठ्या दुर्बिणीवर नेली.
They dump heavy rains that can trigger floods and mudslides.,Hulle stort swaar reën wat vloede en modderstortings kan veroorsaak.,"Ze veroorzaken zware regenval, wat overstromingen en modderstromen kan veroorzaken.",آنها باران های شدیدی را می ریزند که می تواند باعث سیل و رانش گل شود.,Ils déversent de fortes pluies qui peuvent déclencher des inondations et des coulées de boue.,"Jie išmeta smarkias liūtis, kurios gali sukelti potvynius ir purvo nuošliaužas.",De dumper ned kraftig regn som kan utløse flom og gjørmeskred.,Ei aruncă ploi abundente care pot declanșa inundații și alunecări de noroi.,Desembocan en fuertes lluvias que pueden provocar inundaciones y deslizamientos de tierra.,வெள்ளம் மற்றும் மண்சரிவுகளைத் தூண்டக்கூடிய கனமழையை அவர்கள் கொட்டுகிறார்கள்.,Sel ve heyelanlara yol açabilecek şiddetli yağmurlar yağdırıyorlar.,Chúng mang theo những trận mưa lớn có thể gây ra lũ lụt và lở đất.,ते मुसळधार पाऊस पाडतात ज्यामुळे पूर आणि चिखल होऊ शकतो.
"They eat fish, insects, lizards, mammals and carrion.","Hulle eet vis, insekte, akkedisse, soogdiere en aas.","Ze eten vis, insecten, hagedissen, zoogdieren en aas.",آنها ماهی، حشرات، مارمولک، پستانداران و مردار می خورند.,"Ils mangent des poissons, des insectes, des lézards, des mammifères et des charognes.","Jie minta žuvimi, vabzdžiais, driežais, žinduoliais ir mėsa.","De spiser fisk, insekter, øgler, pattedyr og åtsel.","Ei mănâncă pești, insecte, șopârle, mamifere și carauri.","Se alimentan de peces, insectos, lagartijas, mamíferos y carroña.","அவர்கள் மீன், பூச்சிகள், பல்லிகள், பாலூட்டிகள் மற்றும் கேரியன்களை சாப்பிடுகிறார்கள்.","Balık, böcek, kertenkele, memeli hayvanlar ve leşlerle beslenirler.","Chúng ăn cá, côn trùng, thằn lằn, động vật có vú và xác thối.","ते मासे, कीटक, सरडे, सस्तन प्राणी आणि कॅरियन खातात."
They finally finished drafting a petition for several evicted families at sunrise.,Hulle het uiteindelik klaar met die opstel van 'n petisie vir verskeie uitgesit gesinne met sonop.,Bij zonsopgang waren ze eindelijk klaar met het opstellen van een petitie voor een aantal uitgezette gezinnen.,آنها سرانجام در طلوع آفتاب تهیه یک دادخواست را برای چند خانواده اخراج شده به پایان رساندند.,Ils ont finalement terminé de rédiger une pétition pour plusieurs familles expulsées au lever du soleil.,Pagaliau jie baigė rengti peticiją kelioms iškeldintoms šeimoms saulėtekio metu.,De var endelig ferdige med å utarbeide en begjæring for flere utviste familier ved soloppgang.,"În cele din urmă, au terminat de redactat o petiție pentru mai multe familii evacuate la răsărit.",Finalmente terminaron de redactar una petición para varias familias desalojadas al amanecer.,அவர்கள் இறுதியாக சூரிய உதயத்தில் பல வெளியேற்றப்பட்ட குடும்பங்களுக்கு ஒரு மனுவை உருவாக்கி முடித்தனர்.,Nihayet gün doğumunda tahliye edilen birkaç aile için bir dilekçe taslağı hazırlamayı bitirdiler.,Cuối cùng họ cũng hoàn thành việc soạn thảo bản kiến ​​nghị cho một số gia đình bị đuổi vào lúc bình minh.,त्यांनी शेवटी सूर्योदयाच्या वेळी अनेक बेदखल कुटुंबांसाठी याचिकेचा मसुदा तयार केला.
"They have hooked beaks for tearing flesh, strong legs and sharp talons.","Hulle het haakbekke om vleis te skeur, sterk bene en skerp kloue.","Ze hebben haakvormige snavels om vlees mee te scheuren, sterke poten en scherpe klauwen.",آنها منقارهای قلابی برای پاره کردن گوشت، پاهای قوی و چنگال های تیز دارند.,"Ils ont des becs crochus pour déchirer la chair, des pattes fortes et des serres acérées.","Jie turi užkabintus snapus, kad suplėšytų mėsą, tvirtos kojos ir aštrūs nagai.","De har krokete nebb for å rive kjøtt, sterke ben og skarpe klør.","Au ciocuri cârlige pentru a rupe carnea, picioare puternice și gheare ascuțite.","Tienen picos ganchudos para desgarrar la carne, patas fuertes y garras afiladas.","அவர்கள் சதையைக் கிழிக்க கொக்கிகள், வலுவான கால்கள் மற்றும் கூரிய தண்டுகள் ஆகியவற்றைக் கொண்டுள்ளனர்.","Eti parçalamak için kancalı gagaları, güçlü bacakları ve keskin pençeleri vardır.","Chúng có mỏ cong để xé thịt, chân khỏe và móng vuốt sắc nhọn.","त्यांच्याकडे मांस फाडण्यासाठी चोच, मजबूत पाय आणि तीक्ष्ण ताल आहेत."
